SEQ_NAME	START	END	STRAND	FEATURE_NAME	TXN_START	TXN_END	EXON_COUNT	EXON_STARTS	EXON_ENDS
chr0M	82916	82975	+	CAGL0M00704g, CAGL0M00726g	82916	82975	1	82916	82975
chr0G	324842	324901	+	CAGL0G03355g, CAGL0G03377g	324842	324901	1	324842	324901
chr0L	343935	343994	+	CAGL0L02937g, CAGL0L02959g	343935	343994	1	343935	343994
chr0C	489002	489061	+	CAGL0C05137g	489002	489061	1	489002	489061
chr0M	321955	322014	+	CAGL0M02849g, CAGL0M02871g	321955	322014	1	321955	322014
chr0H	90641	90700	+	CAGL0H00891g, CAGL0H00913g	90641	90700	1	90641	90700
chr0M	108027	108086	+	CAGL0M00968g	108027	108086	1	108027	108086
chr0D	553082	553141	+	CAGL0D05808g	553082	553141	1	553082	553141
chr0K	54195	54254	+	CAGL0K00495g	54195	54254	1	54195	54254
chr0H	1023541	1023600	+	CAGL0H10494g	1023541	1023600	1	1023541	1023600
chr0L	976727	976786	+	CAGL0L08932g, CAGL0L08954g	976727	976786	1	976727	976786
chr0K	209229	209288	+	CAGL0K02343g	209229	209288	1	209229	209288
chr0E	260022	260081	+	CAGL0E02739g, CAGL0E02761g	260022	260081	1	260022	260081
chr0F	200241	200300	+	CAGL0F02057g, CAGL0F02079g	200241	200300	1	200241	200300
chr0F	641427	641486	+	CAGL0F06501g	641427	641486	1	641427	641486
chr0E	322386	322445	+	CAGL0E03476g	322386	322445	1	322386	322445
chr0C	281442	281501	+	CAGL0C02805g, CAGL0C02827g	281442	281501	1	281442	281501
chr0M	91076	91135	+	CAGL0M00792g, CAGL0M00814g	91076	91135	1	91076	91135
chr0A	49991	50050	+	CAGL0A00451g	49991	50050	1	49991	50050
chr0M	1057197	1057256	+	CAGL0M10527g	1057197	1057256	1	1057197	1057256
chr0D	539342	539401	+	CAGL0D05676g	539342	539401	1	539342	539401
chr0J	319166	319225	+	CAGL0J03300g	319166	319225	1	319166	319225
chr0J	570440	570499	+	CAGL0J06050g, CAGL0J06072g	570440	570499	1	570440	570499
chr0I	597999	598058	+	CAGL0I06226g	597999	598058	1	597999	598058
chr0J	738921	738980	+	CAGL0J07612g	738921	738980	1	738921	738980
chr0L	1379835	1379894	+	CAGL0L12914g, CAGL0L12936g	1379835	1379894	1	1379835	1379894
chr0F	26511	26570	+	CAGL0F00209g, CAGL0F00231g	26511	26570	1	26511	26570
chr0G	61031	61090	+	CAGL0G00572s, CAGL0G00594g	61031	61090	1	61031	61090
chr0M	1277076	1277135	+	CAGL0M12947g, CAGL0M12969g	1277076	1277135	1	1277076	1277135
chr0L	413484	413543	+	CAGL0L03608g	413484	413543	1	413484	413543
chr0C	136915	136974	+	CAGL0C01309g	136915	136974	1	136915	136974
chr0F	828325	828384	+	CAGL0F08305g	828325	828384	1	828325	828384
chr0M	822269	822328	+	CAGL0M08250g	822269	822328	1	822269	822328
chr0C	428110	428169	+	CAGL0C04433g	428110	428169	1	428110	428169
chr0H	845132	845191	+	CAGL0H08624g	845132	845191	1	845132	845191
chr0H	299509	299568	+	CAGL0H03179g	299509	299568	1	299509	299568
chr0D	493016	493075	+	CAGL0D05148g, CAGL0D05170g	493016	493075	1	493016	493075
chr0D	611771	611830	+	CAGL0D06446g	611771	611830	1	611771	611830
chr0I	865367	865426	+	CAGL0I08899g	865367	865426	1	865367	865426
chr0G	351631	351690	+	CAGL0G03641g	351631	351690	1	351631	351690
chr0D	364950	365009	+	CAGL0D03608g, CAGL0D03630g	364950	365009	1	364950	365009
chr0C	556888	556947	+	CAGL0C05665g	556888	556947	1	556888	556947
chr0L	401489	401548	+	CAGL0L03520g	401489	401548	1	401489	401548
chr0G	904579	904638	+	CAGL0G09493g	904579	904638	1	904579	904638
chr0A	113870	113929	+	CAGL0A01133g	113870	113929	1	113870	113929
chr0A	444689	444748	+	CAGL0A04543g	444689	444748	1	444689	444748
chr0B	193818	193877	+	CAGL0B02079g, CAGL0B02101g	193818	193877	1	193818	193877
chr0G	761925	761984	+	CAGL0G08063g	761925	761984	1	761925	761984
chr0F	172302	172361	+	CAGL0F01727g, CAGL0F01749g	172302	172361	1	172302	172361
chr0K	195156	195215	+	CAGL0K02167g, CAGL0K02189g	195156	195215	1	195156	195215
chr0G	222249	222308	+	CAGL0G02475g, CAGL0G02497g	222249	222308	1	222249	222308
chr0G	476752	476811	+	CAGL0G05005g	476752	476811	1	476752	476811
chr0J	777394	777453	+	CAGL0J07964g	777394	777453	1	777394	777453
chr0J	803441	803500	+	CAGL0J08162g, CAGL0J08184g	803441	803500	1	803441	803500
chr0J	972185	972244	+	CAGL0J09922g	972185	972244	1	972185	972244
chr0L	1360542	1360601	+	CAGL0L12672g	1360542	1360601	1	1360542	1360601
chr0J	1033644	1033703	+	CAGL0J10582g	1033644	1033703	1	1033644	1033703
chr0F	901600	901659	+	CAGL0F09119g	901600	901659	1	901600	901659
chr0F	880155	880214	+	CAGL0F08943g, CAGL0F08965g	880155	880214	1	880155	880214
chr0K	952930	952989	+	CAGL0K09746g	952930	952989	1	952930	952989
chr0K	766699	766758	+	CAGL0K07700g	766699	766758	1	766699	766758
chr0F	774392	774451	+	CAGL0F07887g	774392	774451	1	774392	774451
chr0B	99733	99792	+	CAGL0B01100g, CAGL0B01122g	99733	99792	1	99733	99792
chr0J	564086	564145	+	CAGL0J05984g	564086	564145	1	564086	564145
chr0L	918737	918796	+	CAGL0L08338g, CAGL0L08360g	918737	918796	1	918737	918796
chr0K	721830	721889	+	CAGL0K07315g	721830	721889	1	721830	721889
chr0H	53469	53528	+	CAGL0H00528g	53469	53528	1	53469	53528
chr0J	75969	76028	+	CAGL0J00759g	75969	76028	1	75969	76028
chr0H	883095	883154	+	CAGL0H09020g	883095	883154	1	883095	883154
chr0B	464416	464475	+	CAGL0B04851g	464416	464475	1	464416	464475
chr0H	254182	254241	+	CAGL0H02783g	254182	254241	1	254182	254241
chr0A	390446	390505	+	CAGL0A03883g, CAGL0A03905g	390446	390505	1	390446	390505
chr0A	62687	62746	+	CAGL0A00539g	62687	62746	1	62687	62746
chr0K	802946	803005	+	CAGL0K08096g	802946	803005	1	802946	803005
chr0G	79518	79577	+	CAGL0G00902g	79518	79577	1	79518	79577
chr0K	917403	917462	+	CAGL0K09284g	917403	917462	1	917403	917462
chr0L	625395	625454	+	CAGL0L05676g	625395	625454	1	625395	625454
chr0B	190744	190803	+	CAGL0B02057g	190744	190803	1	190744	190803
chr0L	279983	280042	+	CAGL0L02453g, CAGL0L02475g	279983	280042	1	279983	280042
chr0I	29865	29924	+	CAGL0I00396g, CAGL0I00418g	29865	29924	1	29865	29924
chr0C	405277	405336	+	CAGL0C04114g, CAGL0C04136g	405277	405336	1	405277	405336
chr0L	914208	914267	+	CAGL0L08294g	914208	914267	1	914208	914267
chr0E	16593	16652	+	CAGL0E00209g	16593	16652	1	16593	16652
chr0L	707717	707776	+	CAGL0L06248g, CAGL0L06270g	707717	707776	1	707717	707776
chr0L	907506	907565	+	CAGL0L08228g	907506	907565	1	907506	907565
chr0I	547756	547815	+	CAGL0I05764g, CAGL0I05786g	547756	547815	1	547756	547815
chr0M	438884	438943	+	CAGL0M03905g	438884	438943	1	438884	438943
chr0D	6697	6756	+	CAGL0D00132g, CAGL0D00154g	6697	6756	1	6697	6756
chr0H	449234	449293	+	CAGL0H04697g	449234	449293	1	449234	449293
chr0J	1157158	1157217	+	CAGL0J11858g	1157158	1157217	1	1157158	1157217
chr0M	833578	833637	+	CAGL0M08360g	833578	833637	1	833578	833637
chr0A	213020	213079	+	CAGL0A02046g	213020	213079	1	213020	213079
chr0I	328853	328912	+	CAGL0I03806g, CAGL0I03828g	328853	328912	1	328853	328912
chr0M	135382	135441	+	CAGL0M01188g	135382	135441	1	135382	135441
chr0M	894277	894336	+	CAGL0M08976g	894277	894336	1	894277	894336
chr0I	94279	94338	+	CAGL0I01122g	94279	94338	1	94279	94338
chr0K	1253037	1253096	+	CAGL0K12650g	1253037	1253096	1	1253037	1253096
chr0I	943118	943177	+	CAGL0I09856g, CAGL0I09878g	943118	943177	1	943118	943177
chr0M	874088	874147	+	CAGL0M08778g, CAGL0M08800g	874088	874147	1	874088	874147
chr0C	9967	10026	+	CAGL0C00110g, CAGL0C00209g	9967	10026	1	9967	10026
chr0D	342172	342231	+	CAGL0D03322g	342172	342231	1	342172	342231
chr0E	474554	474613	+	CAGL0E04884g, CAGL0E04906g	474554	474613	1	474554	474613
chr0M	807263	807322	+	CAGL0M08074g	807263	807322	1	807263	807322
chr0L	607555	607614	+	CAGL0L05588g, CAGL0L05610g	607555	607614	1	607555	607614
chr0K	910643	910702	+	CAGL0K09152g, CAGL0K09174r	910643	910702	1	910643	910702
chr0K	132296	132355	+	CAGL0K01507g	132296	132355	1	132296	132355
chr0M	280469	280528	+	CAGL0M02387g	280469	280528	1	280469	280528
chr0E	99958	100017	+	CAGL0E01111g	99958	100017	1	99958	100017
chr0M	89958	90017	+	CAGL0M00770g, CAGL0M00792g	89958	90017	1	89958	90017
chr0G	413750	413809	+	CAGL0G04389g	413750	413809	1	413750	413809
chr0J	1185406	1185465	+	CAGL0J11968g, CAGL0J11990g	1185406	1185465	1	1185406	1185465
chr0L	184792	184851	+	CAGL0L01749g	184792	184851	1	184792	184851
chr0G	556886	556945	+	CAGL0G05764g, CAGL0G05786g	556886	556945	1	556886	556945
chr0H	47012	47071	+	CAGL0H00462g, CAGL0H00484g	47012	47071	1	47012	47071
chr0E	262561	262620	+	CAGL0E02783g	262561	262620	1	262561	262620
chr0C	53745	53804	+	CAGL0C00495g, CAGL0C00517g	53745	53804	1	53745	53804
chr0F	221627	221686	+	CAGL0F02233g, CAGL0F02255g	221627	221686	1	221627	221686
chr0J	724998	725057	+	CAGL0J07502g	724998	725057	1	724998	725057
chr0L	809000	809059	+	CAGL0L07326g	809000	809059	1	809000	809059
chr0F	211954	212013	+	CAGL0F02101g, CAGL0F02123g	211954	212013	1	211954	212013
chr0M	850570	850629	+	CAGL0M08514g, CAGL0M08536g	850570	850629	1	850570	850629
chr0L	341778	341837	+	CAGL0L02915g	341778	341837	1	341778	341837
chr0M	987569	987628	+	CAGL0M09999g	987569	987628	1	987569	987628
chr0E	202004	202063	+	CAGL0E02035g	202004	202063	1	202004	202063
chr0G	114236	114295	+	CAGL0G01210g	114236	114295	1	114236	114295
chr0E	120039	120098	+	CAGL0E01265g, CAGL0E01287g	120039	120098	1	120039	120098
chr0G	711400	711459	+	CAGL0G07491g	711400	711459	1	711400	711459
chr0J	359335	359394	+	CAGL0J03780	359335	359394	1	359335	359394
chr0M	328181	328240	+	CAGL0M02893g	328181	328240	1	328181	328240
chr0C	191801	191860	+	CAGL0C01837g	191801	191860	1	191801	191860
chr0E	504007	504066	+	CAGL0E05148g	504007	504066	1	504007	504066
chr0B	96517	96576	+	CAGL0B01078g	96517	96576	1	96517	96576
chr0M	1010016	1010075	+	CAGL0M10131g	1010016	1010075	1	1010016	1010075
chr0H	409136	409195	+	CAGL0H04323g, CAGL0H04345g	409136	409195	1	409136	409195
chr0I	149170	149229	+	CAGL0I01782g	149170	149229	1	149170	149229
chr0J	219059	219118	+	CAGL0J02244g	219059	219118	1	219059	219118
chr0G	829606	829665	+	CAGL0G08734g, CAGL0G08756g	829606	829665	1	829606	829665
chr0J	1016828	1016887	+	CAGL0J10428g	1016828	1016887	1	1016828	1016887
chr0G	547373	547432	+	CAGL0G05698g, CAGL0G05720g	547373	547432	1	547373	547432
chr0H	1001002	1001061	+	CAGL0H10230g	1001002	1001061	1	1001002	1001061
chr0K	454229	454288	+	CAGL0K04653g, CAGL0K04675g	454229	454288	1	454229	454288
chr0L	156427	156486	+	CAGL0L01419g	156427	156486	1	156427	156486
chr0M	1356317	1356376	+	CAGL0M13783g, CAGL0M13805g	1356317	1356376	1	1356317	1356376
chr0E	32574	32633	+	CAGL0E00385g	32574	32633	1	32574	32633
chr0G	255057	255116	+	CAGL0G02761g	255057	255116	1	255057	255116
chr0G	340303	340362	+	CAGL0G03509g	340303	340362	1	340303	340362
chr0H	78593	78652	+	CAGL0H00781g	78593	78652	1	78593	78652
chr0A	361154	361213	+	CAGL0A03586g, CAGL0A03608g	361154	361213	1	361154	361213
chr0G	299739	299798	+	CAGL0G03201g, CAGL0G03223g	299739	299798	1	299739	299798
chr0H	294352	294411	+	CAGL0H03091g, CAGL0H03113g	294352	294411	1	294352	294411
chr0D	171186	171245	+	CAGL0D01628g	171186	171245	1	171186	171245
chr0F	679699	679758	+	CAGL0F06919g, CAGL0F06941g	679699	679758	1	679699	679758
chr0K	1103570	1103629	+	CAGL0K11396g	1103570	1103629	1	1103570	1103629
chr0M	796352	796411	+	CAGL0M08008g	796352	796411	1	796352	796411
chr0L	1363193	1363252	+	CAGL0L12694g	1363193	1363252	1	1363193	1363252
chr0D	78385	78444	+	CAGL0D00594g, CAGL0D00616g	78385	78444	1	78385	78444
chr0D	222663	222722	+	CAGL0D02178g	222663	222722	1	222663	222722
chr0M	1364420	1364479	+	CAGL0M13827g	1364420	1364479	1	1364420	1364479
chr0F	144180	144239	+	CAGL0F01419g	144180	144239	1	144180	144239
chr0I	699961	700020	+	CAGL0I07249g, CAGL0I07271g	699961	700020	1	699961	700020
chr0M	400598	400657	+	CAGL0M03531g	400598	400657	1	400598	400657
chr0M	1336802	1336861	+	CAGL0M13585g	1336802	1336861	1	1336802	1336861
chr0L	18369	18428	+	CAGL0L00198g	18369	18428	1	18369	18428
chr0H	326146	326205	+	CAGL0H03487g, CAGL0H03509g	326146	326205	1	326146	326205
chr0I	1032523	1032582	+	CAGL0I10538g, CAGL0I10560g	1032523	1032582	1	1032523	1032582
chr0K	298116	298175	+	CAGL0K03245g	298116	298175	1	298116	298175
chr0K	107371	107430	+	CAGL0K01067g, CAGL0K01089g	107371	107430	1	107371	107430
chr0E	147370	147429	+	CAGL0E01551g	147370	147429	1	147370	147429
chr0F	125010	125069	+	CAGL0F01199g	125010	125069	1	125010	125069
chr0M	461888	461947	+	CAGL0M04191g	461888	461947	1	461888	461947
chr0J	1042933	1042992	+	CAGL0J10670g	1042933	1042992	1	1042933	1042992
chr0L	953828	953887	+	CAGL0L08756g	953828	953887	1	953828	953887
chr0B	256235	256294	+	CAGL0B02673g	256235	256294	1	256235	256294
chr0D	407852	407911	+	CAGL0D04114g	407852	407911	1	407852	407911
chr0M	758276	758335	+	CAGL0M07568g	758276	758335	1	758276	758335
chr0K	646463	646522	+	CAGL0K06633g	646463	646522	1	646463	646522
chr0F	690837	690896	+	CAGL0F07029g	690837	690896	1	690837	690896
chr0H	996110	996169	+	CAGL0H10186g, CAGL0H10208g	996110	996169	1	996110	996169
chr0K	1138168	1138227	+	CAGL0K11814g	1138168	1138227	1	1138168	1138227
chr0K	952138	952197	+	CAGL0K09746g	952138	952197	1	952138	952197
chr0K	334024	334083	+	CAGL0K03597g	334024	334083	1	334024	334083
chr0F	881307	881366	+	CAGL0F08965g	881307	881366	1	881307	881366
chr0I	210069	210128	+	CAGL0I02354g	210069	210128	1	210069	210128
chr0M	977652	977711	+	CAGL0M09845g	977652	977711	1	977652	977711
chr0L	1553	1612	+	CAGL0L00110g	1553	1612	1	1553	1612
chr0L	1186413	1186472	+	CAGL0L11154g	1186413	1186472	1	1186413	1186472
chr0F	145831	145890	+	CAGL0F01419g	145831	145890	1	145831	145890
chr0H	519396	519455	+	CAGL0H05379g	519396	519455	1	519396	519455
chr0L	260101	260160	+	CAGL0L02233g, CAGL0L02255g	260101	260160	1	260101	260160
chr0K	735502	735561	+	CAGL0K07436g, CAGL0K07458g	735502	735561	1	735502	735561
chr0H	167572	167631	+	CAGL0H01727g, CAGL0H01749g	167572	167631	1	167572	167631
chr0H	957483	957542	+	CAGL0H09812g	957483	957542	1	957483	957542
chr0M	505155	505214	+	CAGL0M04609g, CAGL0M04631g	505155	505214	1	505155	505214
chr0M	581381	581440	+	CAGL0M05445g	581381	581440	1	581381	581440
chr0H	330225	330284	+	CAGL0H03553g, CAGL0H03575g	330225	330284	1	330225	330284
chr0J	48063	48122	+	CAGL0J00539g	48063	48122	1	48063	48122
chr0J	279999	280058	+	CAGL0J02904g	279999	280058	1	279999	280058
chr0H	466837	466896	+	CAGL0H04873g, CAGL0H04895g	466837	466896	1	466837	466896
chr0K	687753	687812	+	CAGL0K07007g	687753	687812	1	687753	687812
chr0L	983195	983254	+	CAGL0L09020g	983195	983254	1	983195	983254
chr0K	1043270	1043329	+	CAGL0K10714g	1043270	1043329	1	1043270	1043329
chr0M	139683	139742	+	CAGL0M01232g	139683	139742	1	139683	139742
chr0J	158324	158383	+	CAGL0J01727g	158324	158383	1	158324	158383
chr0J	844929	844988	+	CAGL0J08547g	844929	844988	1	844929	844988
chr0A	322322	322381	+	CAGL0A03212g, CAGL0A03234g	322322	322381	1	322322	322381
chr0A	45395	45454	+	CAGL0A00429g, CAGL0A00451g	45395	45454	1	45395	45454
chr0D	315281	315340	+	CAGL0D03036g	315281	315340	1	315281	315340
chr0H	1005772	1005831	+	CAGL0H10296g	1005772	1005831	1	1005772	1005831
chr0C	76160	76219	+	CAGL0C00737g	76160	76219	1	76160	76219
chr0M	130460	130519	+	CAGL0M01144g, CAGL0M01166g	130460	130519	1	130460	130519
chr0J	267709	267768	+	CAGL0J02728g	267709	267768	1	267709	267768
chr0L	750234	750293	+	CAGL0L06644g	750234	750293	1	750234	750293
chr0J	932851	932910	+	CAGL0J09526g	932851	932910	1	932851	932910
chr0E	9109	9168	+	CAGL0E00165g, CAGL0E00187g	9109	9168	1	9109	9168
chr0F	601525	601584	+	CAGL0F06017g	601525	601584	1	601525	601584
chr0M	277914	277973	+	CAGL0M02321g	277914	277973	1	277914	277973
chr0C	296659	296718	+	CAGL0C02981g	296659	296718	1	296659	296718
chr0C	198174	198233	+	CAGL0C01881g	198174	198233	1	198174	198233
chr0I	424839	424898	+	CAGL0I04730g, CAGL0I04752g	424839	424898	1	424839	424898
chr0C	460128	460187	+	CAGL0C04917g	460128	460187	1	460128	460187
chr0K	169848	169907	+	CAGL0K01903g, CAGL0K01925g	169848	169907	1	169848	169907
chr0G	302163	302222	+	CAGL0G03223g	302163	302222	1	302163	302222
chr0K	1207408	1207467	+	CAGL0K12386g	1207408	1207467	1	1207408	1207467
chr0L	353978	354037	+	CAGL0L03069g, CAGL0L03091g	353978	354037	1	353978	354037
chr0K	1236832	1236891	+	CAGL0K12562g	1236832	1236891	1	1236832	1236891
chr0D	255714	255773	+	CAGL0D02486g	255714	255773	1	255714	255773
chr0K	673609	673668	+	CAGL0K06897g	673609	673668	1	673609	673668
chr0I	338288	338347	+	CAGL0I03872g	338288	338347	1	338288	338347
chr0H	1030651	1030710	+	CAGL0H10582g	1030651	1030710	1	1030651	1030710
chr0M	1016686	1016745	+	CAGL0M10175g	1016686	1016745	1	1016686	1016745
chr0G	449709	449768	+	CAGL0G04719g	449709	449768	1	449709	449768
chr0C	14645	14704	+	CAGL0C00209g, CAGL0C00231g	14645	14704	1	14645	14704
chr0G	435621	435680	+	CAGL0G04565g	435621	435680	1	435621	435680
chr0L	1136362	1136421	+	CAGL0L10626g, CAGL0L10648g	1136362	1136421	1	1136362	1136421
chr0L	1367391	1367450	+	CAGL0L12760g	1367391	1367450	1	1367391	1367450
chr0M	506081	506140	+	CAGL0M04653g	506081	506140	1	506081	506140
chr0K	621982	622041	+	CAGL0K06325g	621982	622041	1	621982	622041
chr0M	1124670	1124729	+	CAGL0M11418g	1124670	1124729	1	1124670	1124729
chr0D	288175	288234	+	CAGL0D02728g	288175	288234	1	288175	288234
chr0I	29714	29773	+	CAGL0I00396g, CAGL0I00418g	29714	29773	1	29714	29773
chr0M	1357647	1357706	+	CAGL0M13805g, CAGL0M13827g	1357647	1357706	1	1357647	1357706
chr0K	904015	904074	+	CAGL0K09108g	904015	904074	1	904015	904074
chr0D	479256	479315	+	CAGL0D04928g	479256	479315	1	479256	479315
chr0D	441693	441752	+	CAGL0D04510g	441693	441752	1	441693	441752
chr0H	824035	824094	+	CAGL0H08393g, CAGL0H08415g	824035	824094	1	824035	824094
chr0H	953051	953110	+	CAGL0H09746g	953051	953110	1	953051	953110
chr0M	729839	729898	+	CAGL0M07227g, CAGL0M07249g	729839	729898	1	729839	729898
chr0I	1060045	1060104	+	CAGL0I10813g, CAGL0I10835g	1060045	1060104	1	1060045	1060104
chr0D	438372	438431	+	CAGL0D04466g, CAGL0D04488g	438372	438431	1	438372	438431
chr0I	516394	516453	+	CAGL0I05412g, CAGL0I05434g	516394	516453	1	516394	516453
chr0L	431625	431684	+	CAGL0L03718g	431625	431684	1	431625	431684
chr0D	388167	388226	+	CAGL0D03872g	388167	388226	1	388167	388226
chr0B	469376	469435	+	CAGL0B04873g	469376	469435	1	469376	469435
chr0F	852368	852427	+	CAGL0F08547g	852368	852427	1	852368	852427
chr0J	73056	73115	+	CAGL0J00737g	73056	73115	1	73056	73115
chr0K	690784	690843	+	CAGL0K07029g	690784	690843	1	690784	690843
chr0B	446648	446707	+	CAGL0B04609g	446648	446707	1	446648	446707
chr0I	498851	498910	+	CAGL0I05258g	498851	498910	1	498851	498910
chr0K	1287080	1287139	+	CAGL0K12980g, CAGL0K13002g	1287080	1287139	1	1287080	1287139
chr0M	1135565	1135624	+	CAGL0M11506g	1135565	1135624	1	1135565	1135624
chr0K	999433	999492	+	CAGL0K10252g	999433	999492	1	999433	999492
chr0E	65436	65495	+	CAGL0E00715g	65436	65495	1	65436	65495
chr0K	39197	39256	+	CAGL0K00363g	39197	39256	1	39197	39256
chr0K	1066613	1066672	+	CAGL0K10890g, CAGL0K10912g	1066613	1066672	1	1066613	1066672
chr0J	449692	449751	+	CAGL0J04752g	449692	449751	1	449692	449751
chr0K	205800	205859	+	CAGL0K02299g	205800	205859	1	205800	205859
chr0B	279562	279621	+	CAGL0B02882g	279562	279621	1	279562	279621
chr0J	1019186	1019245	+	CAGL0J10428g, CAGL0J10450g	1019186	1019245	1	1019186	1019245
chr0L	1370519	1370578	+	CAGL0L12804g, CAGL0L12826g	1370519	1370578	1	1370519	1370578
chr0M	1265992	1266051	+	CAGL0M12837g	1265992	1266051	1	1265992	1266051
chr0J	772767	772826	+	CAGL0J07942g	772767	772826	1	772767	772826
chr0A	381853	381912	+	CAGL0A03740g	381853	381912	1	381853	381912
chr0J	915665	915724	+	CAGL0J09306g	915665	915724	1	915665	915724
chr0J	918205	918264	+	CAGL0J09306g, CAGL0J09328g	918205	918264	1	918205	918264
chr0F	403250	403309	+	CAGL0F04037g, CAGL0F04059g	403250	403309	1	403250	403309
chr0K	498107	498166	+	CAGL0K05115g	498107	498166	1	498107	498166
chr0G	906454	906513	+	CAGL0G09493g, CAGL0G09515g	906454	906513	1	906454	906513
chr0F	83397	83456	+	CAGL0F00737g	83397	83456	1	83397	83456
chr0E	227313	227372	+	CAGL0E02365g, CAGL0E02387g	227313	227372	1	227313	227372
chr0F	571202	571261	+	CAGL0F05687g	571202	571261	1	571202	571261
chr0H	805446	805505	+	CAGL0H08195g	805446	805505	1	805446	805505
chr0H	838037	838096	+	CAGL0H08558g	838037	838096	1	838037	838096
chr0F	170338	170397	+	CAGL0F01705g	170338	170397	1	170338	170397
chr0M	476185	476244	+	CAGL0M04323g	476185	476244	1	476185	476244
chr0K	86427	86486	+	CAGL0K00803g, CAGL0K00825g	86427	86486	1	86427	86486
chr0E	569957	570016	+	CAGL0E05720g	569957	570016	1	569957	570016
chr0L	727182	727241	+	CAGL0L06424g, CAGL0L06446g	727182	727241	1	727182	727241
chr0E	244594	244653	+	CAGL0E02541g	244594	244653	1	244594	244653
chr0E	409982	410041	+	CAGL0E04290g, CAGL0E04312g	409982	410041	1	409982	410041
chr0J	189613	189672	+	CAGL0J01914g	189613	189672	1	189613	189672
chr0G	882365	882424	+	CAGL0G09251g	882365	882424	1	882365	882424
chr0E	619144	619203	+	CAGL0E06138g, CAGL0E06160g	619144	619203	1	619144	619203
chr0M	933872	933931	+	CAGL0M09383g	933872	933931	1	933872	933931
chr0K	345430	345489	+	CAGL0K03729g	345430	345489	1	345430	345489
chr0J	139110	139169	+	CAGL0J01485g	139110	139169	1	139110	139169
chr0D	477955	478014	+	CAGL0D04906r, CAGL0D04928g	477955	478014	1	477955	478014
chr0F	435569	435628	+	CAGL0F04345g	435569	435628	1	435569	435628
chr0L	1215396	1215455	+	CAGL0L11440g	1215396	1215455	1	1215396	1215455
chr0I	897547	897606	+	CAGL0I09306g	897547	897606	1	897547	897606
chr0D	75274	75333	+	CAGL0D00572g	75274	75333	1	75274	75333
chr0M	1167079	1167138	+	CAGL0M11726g, CAGL0M11748g	1167079	1167138	1	1167079	1167138
chr0H	299731	299790	+	CAGL0H03179g	299731	299790	1	299731	299790
chr0C	310564	310623	+	CAGL0C03179g	310564	310623	1	310564	310623
chr0A	436331	436390	+	CAGL0A04455g, CAGL0A04477g	436331	436390	1	436331	436390
chr0L	790190	790249	+	CAGL0L07084g, CAGL0L07106g	790190	790249	1	790190	790249
chr0K	1115962	1116021	+	CAGL0K11506g, CAGL0K11528g	1115962	1116021	1	1115962	1116021
chr0M	752470	752529	+	CAGL0M07469g	752470	752529	1	752470	752529
chr0L	944768	944827	+	CAGL0L08646g	944768	944827	1	944768	944827
chr0M	1345871	1345930	+	CAGL0M13717g, CAGL0M13739g	1345871	1345930	1	1345871	1345930
chr0K	822491	822550	+	CAGL0K08272g	822491	822550	1	822491	822550
chr0J	501080	501139	+	CAGL0J05214g	501080	501139	1	501080	501139
chr0C	237051	237110	+	CAGL0C02343g	237051	237110	1	237051	237110
chr0J	1098486	1098545	+	CAGL0J11308g	1098486	1098545	1	1098486	1098545
chr0J	506131	506190	+	CAGL0J05258g	506131	506190	1	506131	506190
chr0D	377150	377209	+	CAGL0D03740g	377150	377209	1	377150	377209
chr0H	941957	942016	+	CAGL0H09614g, CAGL0H09636g	941957	942016	1	941957	942016
chr0H	505047	505106	+	CAGL0H05203g	505047	505106	1	505047	505106
chr0A	443938	443997	+	CAGL0A04521g, CAGL0A04543g	443938	443997	1	443938	443997
chr0F	293480	293539	+	CAGL0F03003g, CAGL0F03025g	293480	293539	1	293480	293539
chr0B	395502	395561	+	CAGL0B03993g, CAGL0B04015g	395502	395561	1	395502	395561
chr0J	19416	19475	+	CAGL0J00275g	19416	19475	1	19416	19475
chr0L	308610	308669	+	CAGL0L02629g	308610	308669	1	308610	308669
chr0J	1142621	1142680	+	CAGL0J11748g	1142621	1142680	1	1142621	1142680
chr0M	1091614	1091673	+	CAGL0M11044g, CAGL0M11066g	1091614	1091673	1	1091614	1091673
chr0H	88654	88713	+	CAGL0H00891g	88654	88713	1	88654	88713
chr0G	917190	917249	+	CAGL0G09581g, CAGL0G09603g	917190	917249	1	917190	917249
chr0M	1391685	1391744	+	CAGL0M14069g	1391685	1391744	1	1391685	1391744
chr0L	166828	166887	+	CAGL0L01507g	166828	166887	1	166828	166887
chr0J	1166088	1166147	+	CAGL0J11924g, CAGL0J11946g	1166088	1166147	1	1166088	1166147
chr0C	89666	89725	+	CAGL0C00869g	89666	89725	1	89666	89725
chr0A	87863	87922	+	CAGL0A00869g	87863	87922	1	87863	87922
chr0F	91389	91448	+	CAGL0F00803g, CAGL0F00825g	91389	91448	1	91389	91448
chr0M	70864	70923	+	CAGL0M00594g	70864	70923	1	70864	70923
chr0A	143427	143486	+	CAGL0A01430g	143427	143486	1	143427	143486
chr0B	14929	14988	+	CAGL0B00286g, CAGL0B00308g	14929	14988	1	14929	14988
chr0F	864144	864203	+	CAGL0F08701g	864144	864203	1	864144	864203
chr0M	492645	492704	+	CAGL0M04477g	492645	492704	1	492645	492704
chr0H	480929	480988	+	CAGL0H05005g	480929	480988	1	480929	480988
