SEQ_NAME	START	END	REP1	REP2	REP3
chr0L	1326949	1327008	0.0846	0.0676	0.0453	
chr0L	1327170	1327229	0.5281	0.5063	0.2212	
chr0L	1327448	1327507	-0.0429	0.0074	-0.0288	
chr0L	1327845	1327904	0.0471	0.044	0.0526	
chr0L	1328190	1328249	-0.0916	-0.1436	-0.0522	
chr0L	1328314	1328373	0.0127	-0.0148	-0.0397	
chr0L	1328680	1328739	0.0687	0.1099	-0.0107	
chr0L	1328817	1328876	0.0529	0.1397	0.0804	
chr0L	1329131	1329190	-0.0737	-0.0581	0.0445	
chr0L	1329407	1329466	-0.1339	-0.2821	0.1291	
chr0L	1329842	1329901	0.2573	0.1073	0.0798	
chr0L	132998	133057	0.1834	0.1293	0.0275	
chr0L	1330159	1330218	-0.0966	-0.1779	0.0289	
chr0L	1330287	1330346	-0.0458	-0.1579	0.089	
chr0L	1330589	1330648	-0.0209	0.0203	0.1531	
chr0L	1330986	1331045	0.1403	0.1612	0.0971	
chr0L	1331074	1331133	0.1581	0.054	0.0333	
chr0L	1331418	1331477	-0.0286	-0.1273	-0.0485	
chr0L	133167	133226	0.0953	0.0802	0.0164	
chr0L	1331765	1331824	0.1402	0.0206	0.0368	
chr0L	1332090	1332149	0.0021	0.0861	0.0029	
chr0L	1332342	1332401	-0.1077	-0.0473	-0.0037	
chr0L	1332691	1332750	-0.0961	-0.0703	-0.0512	
chr0L	1332848	1332907	-0.0883	0.0041	-0.1178	
chr0L	1333210	1333269	-0.103	-0.062	-0.0791	
chr0L	1333407	1333466	-0.1404	-0.1247	0.0082	
chr0L	1333843	1333902	-0.1545	-0.1718	-0.0028	
chr0L	1333982	1334041	-0.1284	-0.1592	-0.1199	
chr0L	1334435	1334494	-0.0733	-0.2284	-0.2278	
chr0L	1334843	1334902	0.0463	0.0745	0.0436	
chr0L	1335087	1335146	-0.0017	-0.05	-0.0695	
chr0L	133517	133576	-0.0536	-0.0026	-0.1188	
chr0L	1335323	1335382	-0.1599	-0.2066	-0.1291	
chr0L	1335543	1335602	-0.1214	-0.1202	-0.0687	
chr0L	1335985	1336044	0.4804	0.5631	-0.0809	
chr0L	1336267	1336326	0.0282	0.0411	0.0581	
chr0L	1336812	1336871	-0.3028	-0.2744	-0.0451	
chr0L	1336999	1337058	-0.1019	-0.0779	0.0334	
chr0L	1337219	1337278	-0.096	0.0006	-0.0418	
chr0L	1337587	1337646	-0.1516	-0.0357	0.1294	
chr0L	1338060	1338119	0.0261	0.042	0.0128	
chr0L	133811	133870	-0.109	0.0024	0.0772	
chr0L	1338141	1338200	0	-0.0343	0.2331	
chr0L	1338676	1338735	-0.1426	-0.1555	-0.0195	
chr0L	1338841	1338900	-0.1824	-0.1753	0.1706	
chr0L	1339078	1339137	-0.0848	-0.1583	-0.0256	
chr0L	1339395	1339454	-0.13	-0.1432	-0.027	
chr0L	1339741	1339800	0.0467	0.0871	0.0631	
chr0L	1340025	1340084	-0.0793	-0.0659	0.0128	
chr0L	134016	134075	0.0441	0.0513	-0.0174	
chr0L	1340227	1340286	0.0265	-0.0507	0.0053	
chr0L	1340699	1340758	0.6261	0.7051	0.2364	
chr0L	1341048	1341107	0.0871	-0.0047	-0.0927	
chr0L	1341332	1341391	0.0097	-0.1128	-0.0306	
chr0L	134176	134235	0.1582	0.1475	-0.0003	
chr0L	1341868	1341927	-0.0577	-0.0461	-0.1153	
chr0L	1342037	1342096	0.0284	0.0211	0.0623	
chr0L	1342325	1342384	0.1711	0.1795	0.0999	
chr0L	1342612	1342671	0.1313	0.0825	0.0941	
chr0L	1342886	1342945	0.0399	0.0783	0.0464	
chr0L	1343142	1343201	0.4432	0.4966	0.2998	
chr0L	1343666	1343725	0.0532	0.0771	0.0855	
chr0L	1343775	1343834	0.0856	0.1027	0.0165	
chr0L	1344257	1344316	-0.0017	-0.0318	-0.104	
chr0L	134436	134495	0.0015	-0.0357	-0.0523	
chr0L	1344460	1344519	0.2248	0.2372	0.1141	
chr0L	1344627	1344686	0.1652	0.1331	0.097	
chr0L	1345214	1345273	-0.1564	-0.1241	0.0419	
chr0L	1345466	1345525	-0.0685	-0.0574	-0.1284	
chr0L	1345777	1345836	-0.0596	-0.0697	0.0325	
chr0L	1346133	1346192	0.1964	0.2323	0.0532	
chr0L	1346409	1346468	0.1331	0.2081	-0.0189	
chr0L	1346480	1346539	0.0278	0.1729	0.0466	
chr0L	1346839	1346898	-0.0515	0.2113	-0.0143	
chr0L	1347001	1347060	0.0026	0.198	0.006	
chr0L	1347461	1347520	0.0628	0.138	0.0253	
chr0L	1347791	1347850	0.1791	0.177	0.072	
chr0L	1348118	1348177	0.0661	0.0561	0.0733	
chr0L	1348390	1348449	0.0538	0.012	-0.0119	
chr0L	1348709	1348768	0.0003	-0.043	-0.0342	
chr0L	1348986	1349045	-0.0969	-0.0994	-0.1109	
chr0L	1349190	1349249	-0.0997	-0.1235	-0.0346	
chr0L	134932	134991	0.0935	0.1105	-0.0296	
chr0L	1349562	1349621	0.0208	-0.0283	-0.0114	
chr0L	1349829	1349888	0.4382	0.5577	0.0572	
chr0L	1350008	1350067	0.032	0.0207	-0.0228	
chr0L	1350218	1350277	0.0048	0.0173	0.033	
chr0L	1350503	1350562	-0.4923	-0.2648	-0.019	
chr0L	135061	135120	0.161	0.1181	0.0036	
chr0L	1350773	1350832	0.0755	0.2115	0.0178	
chr0L	1351035	1351094	-0.0425	-0.0799	0.0327	
chr0L	1351469	1351528	0.1608	0.1242	0.0483	
chr0L	1351714	1351773	0.242	0.2136	0.1758	
chr0L	1351919	1351978	0.2548	0.1879	0.117	
chr0L	1352188	1352247	0.0785	0.0847	0.0364	
chr0L	1352607	1352666	0.0898	0.0813	0.0279	
chr0L	1352906	1352965	-0.1219	0.0089	-0.0731	
chr0L	1353070	1353129	-0.0215	0.0087	-0.0491	
chr0L	135334	135393	0.117	0.0225	0.0388	
chr0L	1353376	1353435	0.0831	0.1152	0.0816	
chr0L	1353681	1353740	0.0979	0.1757	0.1101	
chr0L	1353909	1353968	0.0887	0.0714	0.0159	
chr0L	1354254	1354313	-0.001	0.0063	0.0646	
chr0L	1354528	1354587	-0.0817	-0.0817	-0.0057	
chr0L	1354822	1354881	0.0122	0.056	-0.0624	
chr0L	1355190	1355249	0.1056	0.0267	-0.0173	
chr0L	1355412	1355471	-0.1335	-0.1706	-0.1649	
chr0L	1355760	1355819	0.0414	-0.0056	0.0233	
chr0L	1355947	1356006	-0.0659	-0.1375	-0.013	
chr0L	1356292	1356351	-0.2083	-0.2753	-0.3004	
chr0L	1356487	1356546	-0.0581	-0.1087	-0.0271	
chr0L	135683	135742	0.1156	0.1594	-0.005	
chr0L	1356994	1357053	-0.0901	-0.2115	-0.163	
chr0L	1357307	1357366	0.0604	-0.0042	-0.0331	
chr0L	1357572	1357631	-0.0589	-0.0667	-0.1497	
chr0L	1357838	1357897	-0.1231	-0.0874	0.0383	
chr0L	1358229	1358288	-0.0953	-0.0607	-0.0682	
chr0L	1358422	1358481	-0.0245	-0.0445	0.0575	
chr0L	1358804	1358863	0.0522	0.0077	-0.0385	
chr0L	1358988	1359047	-0.0688	-0.1248	0.054	
chr0L	1359305	1359364	-0.0744	-0.1229	0.0571	
chr0L	135959	136018	0.1906	0.1323	-0.0065	
chr0L	1359863	1359922	-0.2357	-0.2227	-0.0814	
chr0L	1359938	1359997	-0.2013	-0.221	-0.0201	
chr0L	1360343	1360402	-0.0672	-0.0166	0.0169	
chr0L	1360542	1360601	-0.0783	-0.082	-0.099	
chr0L	1360896	1360955	-0.1888	-0.2429	-0.0306	
chr0L	1361129	1361188	-0.0791	-0.0332	0.0497	
chr0L	1361516	1361575	0.0999	0.0411	-0.0361	
chr0L	1361978	1362037	0.0677	0.0502	0.0284	
chr0L	1362147	1362206	-0.0295	-0.0608	-0.0093	
chr0L	1362509	1362568	-0.1469	-0.2067	-0.0102	
chr0L	1362787	1362846	-0.1608	-0.2165	-0.0261	
chr0L	1363193	1363252	0.0388	0.036	-0.0077	
chr0L	1363342	1363401	-0.0801	-0.1255	-0.0564	
chr0L	136354	136413	0.1702	0.0977	0.1068	
chr0L	1363607	1363666	-0.1509	-0.1896	-0.2386	
chr0L	13637	13696	0.3581	0.1677	0.1762	
chr0L	1363939	1363998	-0.1456	-0.2127	-0.138	
chr0L	1364291	1364350	-0.0397	-0.0914	-0.029	
chr0L	1364535	1364594	0.0518	0.0494	0.0189	
chr0L	136481	136540	0.2064	0.118	0.0526	
chr0L	1364911	1364970	-0.0007	0.0227	0.064	
chr0L	1365291	1365350	-0.1092	-0.136	-0.0236	
chr0L	1365615	1365674	-0.1312	-0.2045	0.0155	
chr0L	1365863	1365922	-0.1338	-0.1072	-0.0129	
chr0L	1366040	1366099	-0.1203	-0.2032	-0.0786	
chr0L	1366448	1366507	0.0715	0.0338	-0.0471	
chr0L	1366813	1366872	0.0118	-0.0318	0.0077	
chr0L	1366985	1367044	-0.1597	-0.1503	-0.1448	
chr0L	1367391	1367450	-0.0802	-0.0891	-0.0153	
chr0L	1367522	1367581	0.1754	0.0787	0.0273	
chr0L	1367780	1367839	0.0595	0.1182	-0.0374	
chr0L	1368024	1368083	-0.0157	0.0264	0.0544	
chr0L	1368274	1368333	-0.0467	-0.0591	0.0467	
chr0L	136840	136899	0.1579	0.0391	-0.012	
chr0L	1368569	1368628	-0.2716	-0.1752	0.0778	
chr0L	1368853	1368912	0.0306	0.0219	0.0214	
chr0L	1369042	1369101	-0.0166	0.012	-0.0139	
chr0L	1369359	1369418	-0.1855	-0.1124	-0.1846	
chr0L	1369607	1369666	-0.0452	-0.1319	-0.0244	
chr0L	1369914	1369973	-0.0269	-0.0084	0.0145	
chr0L	1370390	1370449	-0.138	-0.1795	-0.1055	
chr0L	1370519	1370578	-0.0225	-0.0155	-0.0226	
chr0L	1370923	1370982	0.0717	0.0583	0.0473	
chr0L	1371095	1371154	0.3489	0.3682	0.1537	
chr0L	1371391	1371450	0.0359	0	-0.0709	
chr0L	1371666	1371725	-0.0385	-0.0456	-0.0429	
chr0L	137175	137234	-0.0021	0.0372	-0.007	
chr0L	1371883	1371942	-0.2097	-0.2286	-0.1952	
chr0L	1372298	1372357	-0.1405	-0.1048	-0.0023	
chr0L	1372644	1372703	-0.2021	-0.0209	0.0087	
chr0L	1372869	1372928	-0.0506	0.045	0.0153	
chr0L	1373166	1373225	0.0685	0.0999	-0.0179	
chr0L	1373426	1373485	-0.0238	0.0146	-0.0195	
chr0L	1373672	1373731	0.0183	-0.0304	-0.0727	
chr0L	1373919	1373978	0.1726	0.2874	0.1216	
chr0L	1374218	1374277	-0.0346	-0.1109	0.0101	
chr0L	137422	137481	0.0807	0.2257	0.0821	
chr0L	1374570	1374629	0.0164	-0.0688	0.0345	
chr0L	1374714	1374773	0.101	0.0259	-0.0607	
chr0L	1375116	1375175	0.0486	0.005	0.026	
chr0L	1375300	1375359	0.1534	0.0161	0.0358	
chr0L	1375708	1375767	-0.1816	-0.0918	-0.1226	
chr0L	1375821	1375880	0.0025	-0.034	0.0407	
chr0L	1376366	1376425	-0.1011	-0.1113	0.02	
chr0L	1376573	1376632	-0.1809	-0.219	-0.2912	
chr0L	1376718	1376777	-0.0832	-0.0639	-0.0592	
chr0L	1377131	1377190	0.0623	0.1296	0.0986	
chr0L	1377264	1377323	0.0357	0.0817	-0.0138	
chr0L	137758	137817	0.0092	0.0788	-0.0664	
chr0L	1377580	1377639	0.0502	0.068	0.0582	
chr0L	1378076	1378135	0.0852	0.0961	0.0716	
chr0L	1378353	1378412	-0.189	-0.1438	-0.0022	
chr0L	1378452	1378511	0.0374	0.1096	0.069	
chr0L	1378949	1379008	-0.0431	0	0.1305	
chr0L	1379022	1379081	-0.0526	0.0066	0.1206	
chr0L	1379353	1379412	0.0001	0.0014	0.034	
chr0L	1379835	1379894	0.2482	0.0909	0.007	
chr0L	1380013	1380072	0.111	0.1798	0.3437	
chr0L	1380556	1380615	-0.0272	-0.1231	-0.1318	
chr0L	1380722	1380781	0.0676	-0.048	-0.0232	
chr0L	1380931	1380990	0.1553	0.083	0.0599	
chr0L	1381432	1381491	0	0.0181	0.0108	
chr0L	1381692	1381751	0.0589	0.0041	-0.0113	
chr0L	1381877	1381936	0.0078	-0.0382	0.014	
chr0L	1382131	1382190	0.0933	0.0743	0.236	
chr0L	138279	138338	-0.0165	-0.0477	-0.0283	
chr0L	1382829	1382888	-0.0045	-0.0065	0.0182	
chr0L	1383100	1383159	-0.03	-0.0692	0.0074	
chr0L	1383242	1383301	-0.0537	-0.0683	-0.0112	
chr0L	1383821	1383880	-0.0758	-0.0656	-0.031	
chr0L	1384022	1384081	-0.0343	-0.0549	0.0198	
chr0L	1384195	1384254	-0.1881	-0.2202	-0.29	
chr0L	1384427	1384486	-0.1878	-0.2266	-0.1495	
chr0L	1384865	1384924	0.0409	-0.015	-0.0169	
chr0L	1384959	1385018	0.0921	0.05	0.0731	
chr0L	1385336	1385395	-0.1312	-0.129	-0.1699	
chr0L	138564	138623	0.0155	0.0839	0.0177	
chr0L	1385714	1385773	-0.1843	-0.1563	-0.1853	
chr0L	1385890	1385949	-0.1292	-0.1688	-0.1088	
chr0L	1386328	1386387	-0.0261	0.0126	0.0151	
chr0L	1386623	1386682	-0.0146	0.0117	-0.0385	
chr0L	1386899	1386958	-0.0525	0.1363	-0.0249	
chr0L	1387251	1387310	-0.04	0.011	-0.0505	
chr0L	1387619	1387678	-0.2349	-0.2086	-0.0764	
chr0L	1387851	1387910	-0.1313	-0.0915	-0.0179	
chr0L	1388228	1388287	-0.1642	-0.106	-0.0531	
chr0L	1388527	1388586	-0.1138	-0.0629	0.0231	
chr0L	1388616	1388675	-0.0883	-0.081	-0.0243	
chr0L	138877	138936	-0.0395	-0.0434	0.0424	
chr0L	1388960	1389019	-0.2839	-0.2469	-0.1374	
chr0L	1389363	1389422	-0.0899	-0.0473	0.0191	
chr0L	138962	139021	-0.0314	-0.0548	-0.0827	
chr0L	1389622	1389681	-0.1983	-0.1014	0.0528	
chr0L	1389824	1389883	-0.1258	-0.0273	-0.0749	
chr0L	1390149	1390208	-0.1292	-0.1067	0.0142	
chr0L	1390358	1390417	-0.1096	-0.1539	-0.0428	
chr0L	1390717	1390776	-0.0659	-0.0546	0.006	
chr0L	1390993	1391052	-0.0197	-0.1043	-0.0317	
chr0L	1391236	1391295	-0.1422	-0.2031	-0.1124	
chr0L	1391643	1391702	-0.0634	-0.1319	0.0287	
chr0L	1391792	1391851	0.0833	0.0396	-0.0021	
chr0L	1392388	1392447	0.0211	-0.0392	-0.1199	
chr0L	1392576	1392635	0	0.0572	0.0773	
chr0L	1392884	1392943	0.2534	0.3072	0.2673	
chr0L	1393318	1393377	-0.09	-0.126	-0.0198	
chr0L	1393600	1393659	-0.0446	-0.0346	-0.0474	
chr0L	1393923	1393982	-0.1369	-0.1345	-0.1746	
chr0L	1394111	1394170	-0.1139	-0.1468	-0.074	
chr0L	139418	139477	0.0737	0.1009	0.01	
chr0L	1394436	1394495	-0.2303	-0.1632	-0.2012	
chr0L	1394582	1394641	-0.1912	-0.1092	-0.1234	
chr0L	1394912	1394971	-0.1354	-0.2057	-0.0635	
chr0L	1395210	1395269	-0.0817	-0.0741	-0.0756	
chr0L	1395724	1395783	-0.0008	0.0428	0.1233	
chr0L	1395893	1395952	-0.1882	-0.1708	0.0251	
chr0L	1396140	1396199	-0.2241	-0.0929	0.2389	
chr0L	1396567	1396626	-0.2658	-0.2202	-0.0927	
chr0L	139672	139731	0.0787	0.0799	0.0535	
chr0L	1396839	1396898	-0.1562	-0.0759	0.0253	
chr0L	1396990	1397049	-0.2485	-0.2346	-0.0318	
chr0L	1397277	1397336	-0.1866	-0.0791	-0.0481	
chr0L	1397565	1397624	-0.108	0.003	-0.0086	
chr0L	1397983	1398042	-0.0449	-0.0657	-0.0397	
chr0L	1398075	1398134	0.0151	-0.0296	0.0335	
chr0L	1398340	1398399	-0.1785	-0.1677	-0.1629	
chr0L	1398675	1398734	-0.0688	-0.1616	0.0014	
chr0L	139894	139953	0.1523	0.1662	-0.0155	
chr0L	1399095	1399154	-0.1791	-0.2378	-0.0253	
chr0L	1399443	1399502	-0.1153	-0.1009	0	
chr0L	1399568	1399627	-0.33	-0.2642	-0.1878	
chr0L	1399836	1399895	-0.2282	-0.1464	-0.1455	
chr0L	1400194	1400253	-0.0497	-0.1505	-0.0964	
chr0L	1400485	1400544	-0.2379	-0.2264	-0.161	
chr0L	1400670	1400729	-0.1814	-0.1683	-0.1684	
chr0L	1401024	1401083	-0.0479	-0.1099	0.0551	
chr0L	1401358	1401417	-0.1451	-0.1976	0.0104	
chr0L	1401650	1401709	-0.1087	-0.095	-0.0809	
chr0L	1401944	1402003	-0.2213	-0.2311	-0.1531	
chr0L	1402297	1402356	-0.0819	-0.1175	0.0357	
chr0L	14023	14082	0.1997	0.2564	0.0049	
chr0L	1402467	1402526	-0.0926	-0.1547	-0.05	
chr0L	1402763	1402822	-0.0987	-0.1713	-0.01	
chr0L	1403033	1403092	-0.2905	-0.2947	-0.2463	
chr0L	1403412	1403471	-0.0685	-0.1183	-0.12	
chr0L	140353	140412	0.0133	0	-0.054	
chr0L	1403678	1403737	-0.0521	-0.1222	-0.0774	
chr0L	1403885	1403944	-0.2652	-0.2652	-0.2533	
chr0L	1404218	1404277	-0.2336	-0.2664	-0.0352	
chr0L	140442	140501	0.0026	-0.0129	0.0188	
chr0L	1404459	1404518	-0.0964	-0.1011	0.0007	
chr0L	1404750	1404809	-0.1319	-0.2267	-0.0508	
chr0L	1405154	1405213	-0.1213	-0.0501	-0.0706	
chr0L	1405492	1405551	-0.2232	-0.2391	-0.1478	
chr0L	1405814	1405873	-0.2777	-0.2856	-0.1049	
chr0L	1406154	1406213	-0.142	-0.215	-0.0552	
chr0L	1406332	1406391	0.1191	0.1236	-0.0149	
chr0L	1406513	1406572	-0.196	-0.194	0.0276	
chr0L	1406917	1406976	-0.2307	-0.1088	-0.1353	
chr0L	1407245	1407304	-0.126	-0.1985	-0.0449	
chr0L	1407430	1407489	-0.0723	-0.1499	-0.0401	
chr0L	140751	140810	0.0451	-0.066	-0.0286	
chr0L	1407811	1407870	-0.0343	-0.0278	-0.037	
chr0L	1408108	1408167	-0.0946	-0.1504	-0.0692	
chr0L	1408383	1408442	-0.2292	-0.2231	-0.1381	
chr0L	1408668	1408727	-0.3627	-0.3449	-0.3665	
chr0L	1409026	1409085	-0.1382	-0.2086	-0.0225	
chr0L	1409230	1409289	-0.1874	-0.1746	-0.0942	
chr0L	1409474	1409533	-0.1162	-0.1049	-0.0631	
chr0L	1409827	1409886	-0.1448	-0.2495	-0.1124	
chr0L	1410133	1410192	-0.1353	-0.1842	0.0036	
chr0L	1410408	1410467	-0.1077	-0.2011	-0.2246	
chr0L	1410842	1410901	0.0011	-0.0464	0.015	
chr0L	141107	141166	-0.0172	-0.0102	0.0859	
chr0L	1411090	1411149	0.0792	0.055	0.172	
chr0L	1411293	1411352	0.5466	0.661	0.2053	
chr0L	1411523	1411582	-0.0147	-0.1141	0.0047	
chr0L	1411961	1412020	-0.161	-0.2689	-0.147	
chr0L	1412209	1412268	-0.0879	-0.1513	0.0144	
chr0L	1412593	1412652	-0.0626	-0.0772	-0.0468	
chr0L	1412764	1412823	-0.0638	-0.2097	-0.0327	
chr0L	1413232	1413291	-0.0851	-0.1311	0	
chr0L	1413496	1413555	-0.2669	-0.2229	-0.1631	
chr0L	141352	141411	-0.2135	-0.194	-0.0651	
chr0L	1413690	1413749	-0.1054	-0.1479	-0.1095	
chr0L	1414022	1414081	-0.2885	-0.3152	-0.0332	
chr0L	1414145	1414204	-0.2282	-0.2881	-0.0232	
chr0L	1414562	1414621	-0.277	-0.3127	-0.3029	
chr0L	1414667	1414726	-0.2275	-0.2782	-0.1067	
chr0L	1415133	1415192	-0.1728	-0.2024	-0.3766	
chr0L	1415274	1415333	-0.0394	-0.0453	-0.0489	
chr0L	1415555	1415614	-0.0826	-0.0423	-0.0379	
chr0L	1415899	1415958	-0.3158	-0.2807	-0.2904	
chr0L	1416112	1416171	-0.3742	-0.3821	-0.0253	
chr0L	1416465	1416524	-0.2431	-0.3018	-0.1633	
chr0L	141666	141725	0.001	0.0134	-0.126	
chr0L	1416705	1416764	-0.1923	-0.1324	-0.0608	
chr0L	1417064	1417123	-0.2077	-0.1833	-0.1834	
chr0L	1417277	1417336	-0.1968	-0.2518	-0.1532	
chr0L	1417639	1417698	-0.2832	-0.2572	-0.1964	
chr0L	1417859	1417918	-0.1892	-0.1858	-0.1508	
chr0L	1418189	1418248	-0.334	-0.2355	-0.1103	
chr0L	1418647	1418706	-0.1515	-0.1535	0.0011	
chr0L	1418811	1418870	-0.1846	-0.2381	-0.0092	
chr0L	1419141	1419200	-0.1082	-0.2111	0.1687	
chr0L	1419461	1419520	-0.109	-0.1503	-0.1396	
chr0L	1419811	1419870	-0.1616	-0.2126	-0.2504	
chr0L	1420058	1420117	-0.2371	-0.2307	0.0391	
chr0L	1420229	1420288	-0.1486	-0.1854	-0.1572	
chr0L	1420534	1420593	-0.0547	-0.1264	-0.1	
chr0L	142069	142128	0.0809	0.1083	0.0067	
chr0L	1420899	1420958	-0.2094	-0.3049	-0.0483	
chr0L	1421023	1421082	-0.2349	-0.288	-0.0693	
chr0L	1421435	1421494	-0.2722	-0.2887	0.0638	
chr0L	1421693	1421752	-0.2867	-0.2716	-0.0364	
chr0L	1422066	1422125	-0.2431	-0.247	-0.0692	
chr0L	1422256	1422315	-0.183	-0.2331	-0.1617	
chr0L	1422500	1422559	-0.1738	-0.1801	0.0809	
chr0L	1422816	1422875	-0.1328	-0.1544	-0.1065	
chr0L	1423023	1423082	-0.1212	-0.1085	0.0304	
chr0L	142315	142374	-0.0129	-0.0504	-0.0347	
chr0L	1423432	1423491	-0.1519	-0.0947	0.0885	
chr0L	1423753	1423812	-0.2802	-0.2864	-0.4098	
chr0L	1423987	1424046	-0.2181	-0.2499	-0.2903	
chr0L	1424290	1424349	-0.163	-0.1983	-0.0559	
chr0L	1424611	1424670	-0.2077	-0.245	-0.1571	
chr0L	1424678	1424737	-0.0453	-0.031	-0.0434	
chr0L	1425047	1425106	-0.3083	-0.3207	-0.2406	
chr0L	1425258	1425317	-0.3413	-0.4048	-0.2738	
chr0L	1425499	1425558	0.0344	0.0557	0.3191	
chr0L	1425967	1426026	0.1072	0.1266	0.1258	
chr0L	1426081	1426140	0.1362	0.075	0.1116	
chr0L	1426417	1426476	0.1106	0.1554	0.1805	
chr0L	1426729	1426788	0.0699	0.1183	0.0497	
chr0L	1427005	1427064	0.0219	0.0655	0.0341	
chr0L	14274	14333	0.2399	0.2263	0.1147	
chr0L	142749	142808	0.2541	0.3831	-0.0563	
chr0L	1427491	1427550	-0.0852	-0.1514	-0.0917	
chr0L	1427559	1427618	-0.0321	-0.0953	-0.1432	
chr0L	1427898	1427957	-0.2639	-0.3637	-0.071	
chr0L	1428175	1428234	-0.2008	-0.2351	-0.1931	
chr0L	1428511	1428570	-0.2054	-0.3618	-0.0529	
chr0L	1428921	1428980	-0.265	-0.3449	-0.062	
chr0L	1429284	1429343	-0.2988	-0.3423	-0.197	
chr0L	1429531	1429590	-0.243	-0.2229	-0.0369	
chr0L	142954	143013	-0.0737	-0.0889	-0.1101	
chr0L	1429686	1429745	-0.3141	-0.3271	-0.0316	
chr0L	1430146	1430205	-0.2172	-0.1697	0.0094	
chr0L	1430283	1430342	-0.3658	-0.3534	-0.2459	
chr0L	1430609	1430668	-0.4056	-0.3877	-0.383	
chr0L	1430955	1431014	-0.1386	-0.0977	-0.0979	
chr0L	1431168	1431227	-0.0748	-0.167	0.0805	
chr0L	1431435	1431494	-0.29	-0.24	0.0627	
chr0L	1431929	1431988	-0.2666	-0.3171	-0.1891	
chr0L	1432098	1432157	-0.2606	-0.3267	-0.2757	
chr0L	1432530	1432589	-0.208	-0.3299	0.0046	
chr0L	1432808	1432867	-0.1789	-0.2654	-0.0119	
chr0L	1432901	1432960	-0.1855	-0.2534	-0.274	
chr0L	1433197	1433256	-0.2212	-0.3027	-0.0366	
chr0L	143348	143407	0.0333	-0.0606	-0.1148	
chr0L	1433494	1433553	-0.1649	-0.3259	-0.0742	
chr0L	1433791	1433850	-0.2256	-0.2834	-0.0606	
chr0L	1434208	1434267	0.1037	0.0517	-0.2812	
chr0L	143422	143481	0.0166	-0.0395	-0.0452	
chr0L	1434499	1434558	-0.1436	-0.2728	-0.0028	
chr0L	1434604	1434663	-0.0267	-0.0342	-0.1788	
chr0L	1434954	1435013	-0.0778	-0.2222	-0.0421	
chr0L	1435727	1435786	-0.2108	-0.2638	-0.0725	
chr0L	1436105	1436164	-0.2918	-0.3186	-0.3447	
chr0L	1436227	1436286	-0.234	-0.2638	-0.1238	
chr0L	1436590	1436649	0.0013	-0.0493	-0.2713	
chr0L	1436771	1436830	-0.2827	-0.361	-0.3728	
chr0L	1437200	1437259	-0.2346	-0.2735	-0.0937	
chr0L	1437541	1437600	-0.2294	-0.3319	-0.086	
chr0L	1437850	1437909	-0.0803	-0.088	-0.0057	
chr0L	1437962	1438021	-0.1979	-0.1106	-0.2546	
chr0L	143820	143879	0.1466	0.059	0.0347	
chr0L	1438401	1438460	-0.1736	-0.1328	0.0143	
chr0L	1438529	1438588	-0.2543	-0.2604	-0.3016	
chr0L	1438833	1438892	-0.1568	-0.1313	-0.033	
chr0L	1439105	1439164	-0.2672	-0.2531	-0.099	
chr0L	1439421	1439480	-0.2201	-0.253	0.0149	
chr0L	1439854	1439913	-0.2579	-0.2627	-0.1214	
chr0L	1440091	1440150	-0.1824	-0.1995	0.053	
chr0L	1440418	1440477	-0.213	-0.2109	-0.2789	
chr0L	14427	14486	0.154	0.2107	-0.0034	
chr0L	144278	144337	-0.054	-0.0636	0.2088	
chr0L	144584	144643	-0.075	-0.0586	-0.1667	
chr0L	144873	144932	0.0905	0.0219	0.0306	
chr0L	145203	145262	0.06	0.031	0.0179	
chr0L	145381	145440	-0.0226	-0.1086	-0.1466	
chr0L	145667	145726	-0.0808	-0.0271	-0.1184	
chr0L	145907	145966	-0.0931	-0.1713	-0.019	
chr0L	146135	146194	0.0202	0.0124	0.0128	
chr0L	146502	146561	0.0938	0.0919	0.0463	
chr0L	146810	146869	0.0434	0.0007	-0.004	
chr0L	146979	147038	0.009	-0.0513	-0.001	
chr0L	147256	147315	0.1179	0.2201	0.1501	
chr0L	147594	147653	0.0266	0.0616	-0.001	
chr0L	147925	147984	0.0669	0.0349	-0.0291	
chr0L	148269	148328	0.0232	0	0.0547	
chr0L	148374	148433	-0.0277	-0.0513	-0.1161	
chr0L	148789	148848	0.1619	0.2091	0.0295	
chr0L	148916	148975	0.1237	0.121	0.0112	
chr0L	14901	14960	0.0798	0.0985	0.1558	
chr0L	149325	149384	-0.0013	-0.0146	0.0162	
chr0L	149443	149502	0.047	0.055	0.0664	
chr0L	149805	149864	0.1079	-0.0321	0.1386	
chr0L	14984	15043	0.0681	0.0245	0.0206	
chr0L	150071	150130	0.163	0.1061	0.113	
chr0L	150279	150338	-0.1018	-0.0486	0.0074	
chr0L	150751	150810	0.0172	-0.1287	-0.0905	
chr0L	150842	150901	-0.0373	-0.1148	-0.1732	
chr0L	151164	151223	-0.0991	-0.0661	-0.0408	
chr0L	151570	151629	0.0369	0.0165	0.0607	
chr0L	151887	151946	0.0619	0.2151	0.0154	
chr0L	152167	152226	0.0909	0.1606	-0.0117	
chr0L	152471	152530	0.3596	0.4766	0.0692	
chr0L	152748	152807	0.1412	0.1621	0.1508	
chr0L	153152	153211	-0.011	0.125	-0.0437	
chr0L	153347	153406	-0.0375	0.0692	0.1246	
chr0L	153786	153845	0.0769	-0.029	0.0533	
