START	END	STRAND	Lelandais log2 chip-seq
1215450	1214197	-	0.4934085628317162
1216079	1217584	+	-0.09729720135491488
1218012	1218896	+	0.49476469174957804
1219220	1220302	+	0.0859732231098528
1221611	1220487	-	0.7964666059148681
1225334	1224345	-	0.1906835616091097
1235695	1240743	+	0.0
1244168	1240830	-	0.8586441507544585
1245596	1246573	+	-0.1926450779423959
1250857	1246877	-	0.49957100949051153
1254094	1252736	-	0.06273575534796275
1256370	1256990	+	0.43609911480667357
1258451	1260457	+	-0.2168113890731482
1262452	1260998	-	0.3625700793847084
1264606	1262741	-	-0.27008916336774436
1265863	1267989	+	-0.27008916336774436
1268294	1269226	+	0.4720684443152228
1270024	1269506	-	1.6208076996678784
1270892	1271557	+	1.6208076996678784
1272625	1273392	+	-0.1208543948743858
1274423	1273806	-	0.1945030241629782
1277127	1274914	-	0.43171624042547413
1277987	1279273	+	-0.11321061044799095
1281027	1279321	-	-0.14734171607518692
1282797	1281709	-	0.310787537282162
1286134	1283966	-	1.331843563752445
1291683	1294496	+	0.4806258409064207
1294309	1293869	-	-0.6481563272083504
1297775	1301002	+	0.10997284202513172
5931	736	-	0.346922474354232
13744	13316	-	0.37151012373792275
27536	17811	-	-0.16533773194666052
32461	36618	+	0.5994620704162712
37778	36723	-	0.2563397532597856
39584	38421	-	-0.03847414781463567
40869	40198	-	0.703798730231007
41387	42092	+	-0.21370669347022545
42659	46774	+	0.703798730231007
50097	46999	-	0.8875252707415875
52187	52912	+	0.6495027529158668
53395	54774	+	0.23900713518734423
57239	55122	-	0.8271634031377845
61048	58025	-	-0.5015464925335187
62442	61771	-	-0.6502539609728754
65336	66130	+	0.17870588698452208
71394	72710	+	0.09856383448358957
75253	75780	+	-0.36058971525646744
77798	80341	+	0.37196877738695794
83050	80936	-	0.4606343657189545
85126	86757	+	-0.15527822547791095
87330	88079	+	0.6003925412907621
88807	92241	+	0.24355703133449008
95081	92346	-	1.4854268271702418
95845	96765	+	0.0
97503	99524	+	1.956056652412403
100545	103028	+	0.5895352305109803
105503	104706	-	1.4675049191729794
106888	106031	-	0.5679894221174426
108492	107233	-	-0.0362201879127533
108801	109826	+	0.8617206251741529
110287	110216	-	0.694497453025749
111552	111995	+	-0.45016572268244576
112612	113733	+	-0.18057224564182092
114185	115612	+	0.26918663281538896
118295	115884	-	0.06365863722231797
119978	119691	-	-0.6814704815745025
120342	120109	-	0.026717338375779418
122716	123333	+	0.21790503034413417
130355	123897	-	0.22487341084020304
133129	134274	+	0.5956097449206647
134605	134535	-	1.8345763907926287
136394	135948	-	0.7662599009602443
138123	136726	-	0.23319917629303089
138701	139099	+	0.3692338096657191
139739	142723	+	0.30812229536233193
143206	144831	+	0.6607939136808021
145708	147288	+	0.15795235977623645
147817	148572	+	1.0082676159836006
150109	148931	-	-0.818161677014187
152499	151156	-	0.5885737542735351
153155	153628	+	1.2103598658415509
154269	154350	+	1.7264349266740369
154715	157552	+	1.7076450204959848
158120	161764	+	1.0073419753411679
163809	161992	-	0.301169534720565
164254	165225	+	0.975477680865931
166747	165596	-	0.7567288489876363
167209	171099	+	1.0259952085329445
172158	171217	-	0.41286312804450676
173590	172658	-	-0.22239242133644802
176421	176894	+	-0.36975661997797754
177418	177331	-	1.9068905956085185
178104	181547	+	1.2714630279043746
181974	182046	+	1.0880247477972242
182446	182135	-	0.44360665147561484
182580	183944	+	1.197496289450905
185589	184249	-	0.765534746362977
186348	187856	+	0.660513533728333
198971	200278	+	0.4811266897366162
208720	209799	+	0.04102726826005464
210095	210024	-	2.287802310982736
212208	212366	+	0.1238716581621684
213115	213789	+	0.15301161850596592
214807	214016	-	-0.6611980865482415
216150	217706	+	-0.3136604789037618
218410	218510	+	0.5058909297299573
220700	224563	+	-0.40717538150587357
225386	226894	+	0.5487423128084029
227996	230269	+	0.1797060222348978
230615	231470	+	0.30039493333772094
231837	234998	+	0.1961425221786228
237127	235616	-	0.8123729968242287
242389	240413	-	0.43609911480667357
243489	244889	+	0.27871602806606355
245464	246357	+	0.7198920808072646
247494	246556	-	-0.05714390710360874
251438	248319	-	0.14974711950468206
252110	253741	+	0.6934869574993252
255052	257757	+	0.648738411154471
259740	258070	-	0.8903755088255019
260695	260207	-	0.864772619305777
260991	261722	+	0.8903755088255019
262047	263174	+	0.864772619305777
265055	263346	-	0.4070001802134256
266032	268134	+	0.4070001802134256
268778	269401	+	1.0315700790008697
270033	270770	+	0.44360665147561484
271597	272883	+	0.12626377264617286
273501	273166	-	-0.058893689053568565
273966	274838	+	-0.33486715059486055
276934	274928	-	0.9048427669596599
280524	278611	-	0.2081081953302003
292745	291813	-	0.5208321633014406
295794	296879	+	0.32192809488736235
299156	297555	-	0.48793804632629145
300308	300988	+	0.48793804632629145
302012	303094	+	0.37851162325372983
305846	303525	-	0.561878887608115
308346	306589	-	0.0
311707	309320	-	0.5849625007211562
312371	315100	+	0.5849625007211562
317723	315159	-	0.9090263399525096
317998	319377	+	0.8786937037778665
319856	320404	+	0.5539356051005317
321922	322611	+	0.1271119179033392
324082	322823	-	0.4811266897366162
324952	327627	+	0.4811266897366162
328253	328041	-	0.3578935921752352
329039	330334	+	-0.05514155419246095
332939	330885	-	0.40406638145784074
334192	337593	+	0.40406638145784074
339934	337796	-	0.18220333122074905
340320	341900	+	0.9604716358133627
344684	342831	-	0.015430040569605969
345797	345165	-	0.9949819252333755
346700	348784	+	0.9949819252333755
349506	348799	-	0.39759236481943455
349871	350788	+	0.5145731728297582
351673	350948	-	0.5292530681348686
352032	354179	+	0.6415460290875238
355885	354287	-	0.35230174393088126
358586	356238	-	0.22383295569566292
360022	360777	+	0.22383295569566292
365954	361122	-	0.23900713518734423
367003	367563	+	0.09784732339814459
368034	368645	+	0.3808217839409308
370531	368792	-	0.4834244742590941
371701	370778	-	0.7162070339994088
373120	371999	-	0.1857455189247113
374784	376577	+	0.6745997132058327
378830	379930	+	0.12553088208385882
381508	380669	-	0.6023445789493925
381919	383271	+	0.7956415014938137
384464	383517	-	0.6045913074700888
388558	384929	-	0.6844981742720707
388777	389391	+	0.920565532505595
389484	391679	+	0.6974372299795688
392060	393520	+	0.35614381022527536
396866	393600	-	1.1540336286724209
397339	399729	+	0.8210298589546806
400390	403020	+	0.5674750739923151
407443	403100	-	0.2843030225874451
408303	407836	-	0.5734668618833269
409351	408701	-	0.7717310123268828
413463	410092	-	-0.09397614820901383
416843	414375	-	1.4881009614685672
417681	419717	+	1.4881009614685672
422297	419874	-	0.7068036236559538
422571	424460	+	0.38840237277537704
424972	425366	+	0.6311326821540822
426695	428518	+	1.4836791648839747
433782	428701	-	0.6463630453852995
435271	434489	-	0.7705181538772327
436865	436416	-	1.1764976553657986
439813	437192	-	0.11365678179556729
440385	441152	+	0.9906013019977505
442660	443025	+	-0.4854268271702417
446411	443677	-	0.09211820198843139
447687	447274	-	0.17739625087344757
448634	448143	-	-0.04580368961312479
452880	450952	-	-0.5849625007211563
461519	463432	+	0.29490492112081595
465562	463751	-	-0.4568576749734709
468561	466897	-	1.042813083538973
471245	474151	+	-0.8353692982272006
475686	474277	-	0.8821635097061418
476407	478170	+	0.7897822926096544
478686	478973	+	0.6989977439671857
482226	479287	-	0.43609911480667357
484447	482705	-	-0.1056101879605988
487312	484823	-	0.3587933886392247
490663	487865	-	-0.16128090703306072
492477	491185	-	0.29956028185890793
493490	492759	-	1.347165386386385
493841	494344	+	0.4578505828178169
498694	495023	-	-0.34103691783506696
501010	499667	-	0.7646219370690716
503775	501511	-	0.6607939136808021
505250	504465	-	0.30485458152842093
505910	506827	+	0.32650082467718644
507329	507045	-	0.5525410230287786
507792	510683	+	0.8264637450053088
512580	510907	-	0.7396850955197983
516722	513759	-	0.4503129740263745
517372	517902	+	0.07454695336505393
518978	518055	-	0.3980843659976467
519292	521643	+	0.7924045805916328
523090	521846	-	1.2304521911303996
523764	523561	-	0.24480366875670748
524088	526475	+	1.2304521911303996
528417	526735	-	1.1926450779423958
528957	531554	+	0.5443205162238102
531918	533084	+	1.177917792195843
533791	534585	+	0.6043799545483968
536655	534787	-	1.8152601201429501
537360	538496	+	1.8152601201429501
539203	540558	+	0.5797822616154761
541185	542444	+	0.19426882042206
542849	543973	+	0.3747447933308107
544410	545333	+	0.47999294111961355
546017	550366	+	0.3042570685603068
550938	551963	+	-0.02290040211007877
553653	552334	-	0.8460873165463186
554478	554284	-	0.439912167917873
554702	554508	-	0.439912167917873
555087	556300	+	0.03242147769237743
558692	556881	-	0.5443205162238102
560045	559230	-	1.2906771609029226
560501	560572	+	1.2906771609029226
563986	560846	-	0.22383295569566292
566905	564488	-	1.182203331220749
567590	567661	+	1.182203331220749
568070	568678	+	1.182203331220749
571300	568886	-	0.3064270013471745
571776	573317	+	0.5548604689317371
573804	575231	+	0.23982701467246872
576640	575477	-	0.5229528384457315
579056	577023	-	-0.050626073069967956
580753	579578	-	1.0395283641866373
582506	581274	-	0.39854937649027483
583291	584652	+	0.4936473339752101
585066	585383	+	0.503432615224558
587210	586200	-	0.9154664897883323
588286	587870	-	4.076306620139258
589013	589756	+	4.076306620139258
591812	590178	-	0.5930903816045565
592217	591903	-	0.5930903816045565
592516	593511	+	0.2630344058337938
595319	593547	-	0.8691059331490483
595669	596184	+	0.4639470997597903
597451	596534	-	0.5348772692848471
599030	600070	+	0.5348772692848471
601578	600658	-	0.7118746132033758
602208	602948	+	0.7884958948062882
603949	603461	-	0.8053525691464563
604256	605584	+	0.3381687358945732
606070	606546	+	0.5693656456701377
607008	608132	+	0.19264507794239583
609168	608227	-	-0.07566426993207229
609615	611210	+	0.2081081953302003
611449	611607	+	1.1037479248378288
612433	614511	+	0.14438990933517493
615765	619823	+	-0.15347448066171807
621731	628366	+	-0.11164535582890917
628965	629975	+	0.9772799234999165
632361	630145	-	1.0081739314457001
633758	632841	-	2.5979015564286545
635740	635812	+	1.4274212237346764
639219	638173	-	0.3571565831983439
651511	652161	+	-0.31146109583629367
653901	652387	-	0.5084643632471129
654937	659505	+	0.5084643632471129
660330	659623	-	-0.480328959530563
660823	661854	+	0.1622714288988771
662250	663698	+	0.5415699052077755
666988	664295	-	0.5367534076785364
669527	669150	-	-0.46678107437284205
675547	672704	-	0.33920608631919785
679098	677581	-	0.09310940439148147
680245	681063	+	0.09310940439148147
682823	681921	-	1.0204641025597154
693250	694602	+	0.7206176000787226
695130	696308	+	0.5670405927238937
697563	699458	+	1.016119665363277
701186	701650	+	0.0752881273042372
702461	703948	+	0.4854268271702417
704913	704527	-	0.30218415958894734
707044	705599	-	0.45305082521557527
709081	708815	-	0.6181293646563556
710007	710756	+	0.6181293646563556
711681	712106	+	0.5170584362193528
714168	712402	-	0.11042398969365065
715056	716858	+	-0.6123389396524612
718463	717030	-	0.7776075786635519
719259	719053	-	1.8365012677171206
719666	719593	-	1.8365012677171206
720723	725330	+	1.2995602818589078
728331	728999	+	1.3758669019981662
730754	732433	+	0.15527822547791084
732956	734599	+	0.09378214632061711
735080	736021	+	0.06529146025171916
736479	736255	-	0.3774740863223605
737748	739502	+	0.7434350894957639
741322	739754	-	0.2940613014544184
743709	741735	-	0.30485458152842093
744800	745495	+	0.30485458152842093
749012	745599	-	0.2373945846756947
750307	752793	+	-0.018496343617389447
754333	755529	+	0.0
758073	756016	-	0.13464952669478183
759283	758294	-	0.8603939327044183
760731	759865	-	0.6064635699320784
761178	762494	+	0.5346574188730907
763580	766066	+	-0.5639008851933265
766769	767890	+	0.5899117166928896
769035	770135	+	0.44745897697122117
771870	773786	+	-0.40209844357134567
774681	776336	+	0.929610672108602
778025	776762	-	0.5076036180149165
780873	779554	-	0.5145731728297582
782195	782392	+	0.5145731728297582
783833	782790	-	0.6655809609294407
785117	784296	-	0.782769283779331
785872	786510	+	0.5493385909904348
787591	786578	-	0.03652587602511388
788067	788813	+	0.5749088360572332
789289	790749	+	0.23995079272075262
792187	790871	-	0.3642743855969571
791901	791963	+	0.3608817292319384
793968	795260	+	0.1338557467347907
795787	797073	+	0.31120168829430384
797740	797318	-	0.6668736985077736
800684	798351	-	0.453172628165615
800960	801430	+	0.45198863545173534
804102	801526	-	-0.6623670044067628
805291	806556	+	-0.6623670044067628
806834	807397	+	0.8438807980827182
808650	807622	-	0.0
808974	810026	+	0.5482039507110383
810529	812049	+	0.6029964235514178
815453	812163	-	0.7169278409296612
815818	817236	+	0.3103401206121505
817664	818851	+	0.10604163741032462
820047	818968	-	0.5474877953024933
820507	822054	+	0.6310321494171411
823699	822605	-	0.6480146712564578
825181	824237	-	0.3870231231092473
829066	828380	-	0.6007298165794728
835725	833821	-	0.6691755046242415
837713	837393	-	1.0874628412503393
838499	838293	-	-0.14775362044369217
840211	840283	+	2.1871514155529086
843801	840409	-	0.523561956057013
845021	845980	+	0.523561956057013
847238	846285	-	0.5537437701104361
847607	849313	+	0.46324659232146376
850993	849743	-	0.2545728270855977
851925	855125	+	0.043392595513380684
856489	857475	+	0.43609911480667357
858202	858999	+	0.10052687595396444
861443	859653	-	0.3870231231092473
863297	864124	+	-0.024045473966650917
867249	864319	-	1.6019156340023533
868116	868188	+	1.6019156340023533
868378	869430	+	1.6019156340023533
870174	869521	-	0.1630582819540458
870890	870612	-	0.7684581415697432
871204	871419	+	0.1630582819540458
871816	871887	+	0.5260688116675877
872205	874139	+	0.7684581415697432
875742	875861	+	-0.24257030327407827
877103	878506	+	1.0673992852855863
879627	880774	+	1.5752473458879446
882447	880993	-	0.3271647432535096
883439	882891	-	1.032132620940809
886271	883836	-	0.5248415082835852
888533	886827	-	1.4594316186372973
889393	889507	+	0.16046467219324612
890479	889774	-	0.07885542071123951
891458	891850	+	0.07885542071123951
892910	892503	-	0.47939674507522195
894198	900467	+	0.47939674507522195
901219	905289	+	0.11211036632153744
906077	907132	+	0.5365994791597571
908806	907586	-	0.013939190957873776
909154	910155	+	0.6386004643232296
912927	910339	-	0.8680883244944191
913323	914903	+	0.5895352305109803
915893	918394	+	0.2985234905524186
919461	918700	-	0.45637829465974333
920552	920067	-	0.47508488294878265
923699	920859	-	0.07038932789139801
924518	924096	-	0.5892884261239462
924898	926130	+	0.07038932789139801
926880	927302	+	0.5386688484472213
928917	928396	-	0.4150374992788437
930630	930842	+	0.29639300278022485
931048	932205	+	0.2350200296641973
932629	933567	+	0.4353861446706463
934441	934662	+	0.6184372052722443
935434	935649	+	0.6731896837328915
936688	936615	-	1.839246644455938
937224	938030	+	1.839246644455938
939430	938288	-	-0.22650852980867991
940058	946312	+	-0.3280541976842039
946654	948420	+	0.09784732339814459
949755	948661	-	1.744440714728353
950162	950089	-	1.744440714728353
952133	953113	+	0.511252814538147
954476	954111	-	0.15919859484925394
954860	958519	+	0.2522737109960096
959936	958734	-	0.10309349296410371
960646	961200	+	0.3545327603192899
964635	961540	-	0.10987761777237338
965072	967564	+	0.8579809951275721
969375	967618	-	0.4001795405517307
969835	973416	+	0.1639757351111261
973872	975743	+	-0.050626073069967956
977194	976256	-	0.11735695063815874
979515	980879	+	0.5057358095705811
982861	981008	-	0.43171624042547413
983369	984685	+	-0.2995602818589078
985487	984786	-	0.2785354993739818
985819	986985	+	0.5777669993169523
987127	987236	+	0.08949815083910265
988139	989581	+	0.36528446408174414
990377	991912	+	-0.07800251200127321
992353	994893	+	0.3959286763311393
995425	996345	+	0.09621531525930298
997740	996457	-	0.2432711510123639
997847	999319	+	0.5639008851933264
1001748	999571	-	0.9349049717781153
1003238	1002225	-	0.5170584362193528
1004824	1003976	-	0.3170292954745232
1007875	1006160	-	0.22456025801915822
1010390	1008408	-	0.829115440796415
1011594	1011664	+	2.0364548755063425
1014256	1016889	+	0.5405683813627028
1018071	1018406	+	0.6744241280974934
1020069	1019755	-	0.9223791028775261
1020856	1021956	+	0.881818573651686
1022580	1022510	-	1.7090715880305445
1023037	1022966	-	1.189033824390017
1023843	1023487	-	0.2457564144019583
1024207	1025439	+	0.2457564144019583
1027637	1025472	-	1.5995721956055076
1028044	1027973	-	1.6761103887793516
1029031	1030233	+	1.509364881826997
1030535	1030465	-	1.8224618144478124
1030941	1031375	+	1.3324459668013615
1031706	1033127	+	0.7123418071973837
1034402	1033560	-	0.3625700793847084
1034737	1036026	+	0.5954548745387985
1036520	1041556	+	1.133483005474252
1044270	1041796	-	0.7924045805916328
1045608	1046138	+	0.7924045805916328
1046657	1048744	+	0.8479969065549501
1049875	1048895	-	0.4124403877928047
1050197	1050445	+	1.1612809070330607
1051818	1050844	-	0.22677086184702228
1052444	1054675	+	0.4127383831892557
1056009	1054843	-	0.8448809333330939
1056272	1057123	+	0.5188733102633837
1057762	1059915	+	0.8758205887792702
1064342	1068697	+	0.9784131377918541
1069785	1071011	+	0.4584300947922246
1072242	1073696	+	0.6135316529179271
1074420	1074824	+	0.7323042167963433
1075660	1075845	+	0.1244473709244885
1077711	1076197	-	0.17283659686221553
1079995	1078634	-	0.6520766965796931
1081442	1081371	-	1.5780264535107797
1084445	1088695	+	0.20645087746742624
1092339	1089283	-	0.4274212237346763
1094040	1092916	-	1.0395283641866373
1096501	1095287	-	0.3237884369128902
1097625	1097104	-	0.023458972823988962
1100261	1098507	-	0.6499425319288406
1100910	1102043	+	0.7369655941662062
1104847	1102310	-	1.8387190929669393
1105731	1105817	+	1.8387190929669393
1107359	1105986	-	0.1892703511617392
1108514	1107675	-	0.2427014037367874
1109785	1109027	-	1.0727563424353141
1112351	1111686	-	0.3375813591988479
1113678	1114577	+	0.28950661719498505
1115895	1117763	+	0.29490492112081595
1119611	1117959	-	0.6955208758688548
1120163	1122079	+	0.6955208758688548
1124199	1122271	-	0.6392526562221096
1125994	1124945	-	-0.024045473966650917
1127550	1126417	-	1.565597175854225
1129742	1128132	-	0.14684138832927118
1131528	1134824	+	0.6143463075022504
1135763	1135086	-	1.0730634621897235
1136146	1137753	+	1.0147970019280805
1139528	1140958	+	-0.060754031079096237
1141710	1142501	+	0.27301849440641585
1144084	1143044	-	0.37934579213553504
1144556	1145230	+	0.852658283924813
1146569	1145541	-	1.0939761482090138
1150311	1147396	-	0.32192809488736235
1158585	1151884	-	0.3885652879176527
1160783	1159230	-	1.008461578748196
1161754	1161221	-	0.5643522210458702
1163087	1162266	-	1.2700891633677442
1164480	1163497	-	0.59890169167903
1164869	1165025	+	1.2700891633677442
1165380	1166753	+	0.8112383565448322
1169041	1167086	-	1.7198920808072646
1170327	1171610	+	1.7198920808072646
1173724	1171649	-	0.6006441229534258
1174217	1174681	+	0.0418201756946269
1175711	1175925	+	0.9702526566059481
1176224	1177060	+	0.03170885972733806
1178225	1177299	-	0.28630418515664097
1179725	1178883	-	0.5849625007211562
1180912	1180076	-	0.5109619192773794
1181336	1182037	+	0.5454341365345187
1184182	1182455	-	0.787696396287136
1185144	1184854	-	0.14937762403822671
1187054	1192240	+	0.9459601602871109
1193481	1192381	-	0.722992651613602
1194051	1196576	+	-0.13606154957602837
1197228	1198547	+	0.684797768300951
1199371	1200135	+	-0.4775789653475568
1203459	1200406	-	0.38187063534364446
1204120	1205220	+	0.24935946893671726
1205606	1206664	+	0.9175378398080271
1208280	1206892	-	0.24026309817513578
1210331	1208700	-	0.6129768768907528
1212543	1210795	-	1.5244209587861053
1213107	1213178	+	1.3903532358982464
1213420	1215114	+	1.5244209587861053
1215533	1220125	+	0.35018635492887573
1221234	1222364	+	0.04890960048094651
1222937	1224250	+	1.5891022310820802
1226920	1230090	+	0.46777896135081726
1231352	1230393	-	0.2560139781560214
1232015	1235233	+	0.856875057901403
1236335	1238776	+	1.7182290315846205
1239169	1240692	+	-0.21526798690306648
1242457	1240790	-	0.2801079191927352
1243194	1245020	+	0.3536369546147004
1245685	1250064	+	1.0506260730699681
1250362	1250290	-	1.4698033027097357
1251723	1250713	-	0.7220152527002346
1254659	1252182	-	0.5679894221174426
1255614	1254904	-	0.28834549436298124
1256421	1260851	+	0.3954086925299114
1261571	1263310	+	0.5559000351186936
1264420	1269150	+	0.0
1269859	1272402	+	1.4346282276367246
1274346	1272751	-	0.2491717524520483
1274920	1277862	+	0.4834244742590941
1278344	1279099	+	1.4241397063860963
1279776	1282103	+	0.2827302071747134
1288688	1282266	-	0.6290176807990918
1289133	1291118	+	0.7074465072461513
1291952	1291224	-	0.20281688299968706
1293574	1292693	-	0.15978044403676914
1294297	1297674	+	0.7964666059148681
1298540	1299292	+	0.41226041460827006
1300023	1301249	+	1.8101002987964216
1301722	1302726	+	1.3561438102252754
1303778	1302987	-	0.4639470997597903
1308044	1304574	-	0.5696957440678456
1309946	1308681	-	0.4288432988038744
1310968	1315164	+	0.4288432988038744
1324210	1315265	-	1.123382415505282
1324754	1326529	+	0.2242151569432658
1328835	1327111	-	0.6545034339742334
1329467	1330825	+	0.6885389041637063
1331972	1331112	-	0.8889686876112561
1332269	1333105	+	0.4786535985748155
1333884	1336559	+	0.7705181538772327
1338134	1336938	-	0.47089073401236137
1340732	1338558	-	0.684797768300951
1342781	1341087	-	1.357997349594884
1343775	1343848	+	1.27392272197653
1346914	1344233	-	0.9627189839205406
1348248	1347340	-	0.8280473172107051
1349053	1348769	-	0.8280473172107051
1349621	1349271	-	0.6120743463383976
1352229	1352699	+	-0.2141248053528475
1353845	1353174	-	0.865698908288409
1355047	1354163	-	0.8164456581284613
1355504	1358455	+	0.8240512109299176
1358775	1359386	+	0.10309349296410371
1360085	1361788	+	0.7432245846378887
1363981	1361933	-	0.6258347821366843
1366806	1364386	-	0.3965174113080459
1367073	1367366	+	0.6854893766751208
1368082	1367783	-	0.8771432522144665
1369783	1368557	-	0.6896598793878495
1370285	1371082	+	0.506959988719883
1371568	1372749	+	0.7787101351107102
1373662	1373063	-	0.05107418459426936
1375838	1374165	-	0.5849625007211562
1377010	1376507	-	0.33642766458247736
1377787	1378776	+	0.7507713936912367
1381906	1379249	-	0.7719254325200062
1382623	1384425	+	1.0359792971055666
1386175	1384862	-	1.078002512001273
1386648	1389983	+	0.2285315584338545
1390341	1393190	+	1.1993088082234067
1393531	1394088	+	0.8512982696452011
1394489	1395160	+	0.6993405218662891
1395706	1396878	+	1.0382700169277173
1397800	1400046	+	0.5714159688832086
1405225	1402112	-	0.6520766965796931
1406401	1408602	+	0.6520766965796931
1409363	1408752	-	0.673593799993486
1410261	1411982	+	0.425606740989031
1412921	1412199	-	0.426008617099847
1413789	1414637	+	0.426008617099847
1415321	1416664	+	0.6706923747470401
1418408	1420147	+	0.8238430448461731
1422721	1420781	-	0.29490492112081595
1426694	1431586	+	0.3148733373534119
1436026	1439133	+	0.1679446373140717
1441319	1439574	-	0.5751147147648091
1448197	1444790	-	3.6982383258624982
1446567	1446322	-	3.786434778264271
1448584	1448427	-	3.867451177403966
1448887	1448600	-	3.867451177403966
1450786	1448987	-	2.894627467578476
1452956	1453076	+	1.9502673589906843
1454265	1454600	+	0.6511717127292828
559	2	-	0.27798474729976524
14404	11636	-	-0.43133931160794425
22039	23691	+	0.864772619305777
25221	24106	-	0.8259706002249511
27207	26473	-	0.6842241320942329
28137	30434	+	0.3171901758806993
31665	30628	-	0.9573556625915063
33173	32100	-	0.2854022188622483
33549	38396	+	0.268935007273478
39072	38758	-	0.7210991887071851
39196	40284	+	0.7254928097222575
46181	40767	-	1.3362833878644325
49330	53538	+	0.16255301278595985
53938	55200	+	0.7935491225325736
55675	55412	-	0.5806235649968189
56009	56707	+	-0.0336831262562887
57126	58961	+	0.5806235649968189
59723	59097	-	0.5376567859427995
63385	60245	-	0.9379390318677484
65470	63827	-	1.0611115143033873
66078	67787	+	0.5180314926021693
68018	69001	+	-0.13178987255554128
70659	73721	+	0.3625700793847084
74369	76687	+	1.2704518773962767
78077	76881	-	0.7127180479195289
78392	79429	+	0.4212964897505262
81101	79782	-	-0.01282404035758362
81930	82796	+	-0.01282404035758362
83656	82968	-	0.5634293391715149
85422	84109	-	0.9914885001444826
86290	89556	+	0.9914885001444826
91057	90755	-	1.7384369813828742
91268	92035	+	0.3556589521999121
93206	95191	+	0.07337318633021918
96373	95426	-	0.9434164716336326
96799	97056	+	0.4432343911094959
98599	97304	-	0.3923174227787603
99946	100296	+	0.11914726529300479
102735	106646	+	-0.4918530963296747
107617	106985	-	0.6105883083966507
107989	109311	+	0.13851986408142788
115548	109609	-	1.9492891796664669
116503	116605	+	2.0517150365441554
117010	117579	+	2.168737109204851
118018	120105	+	1.008461578748196
121178	120294	-	0.6303544035351705
122782	121796	-	0.18762700317577127
127094	123429	-	-0.5474877953024933
131016	131990	+	0.28317205140487
136682	132330	-	-0.3344190390705592
138729	137725	-	0.1814468713375319
139130	141289	+	0.5943611987234058
143315	141519	-	-0.05444778402237647
146641	144593	-	0.04932771236356833
148187	147015	-	0.8782115196019576
150079	148547	-	0.8499745559953925
150584	152002	+	0.7530852595294831
153430	153969	+	0.4854268271702417
155052	159335	+	0.2750070474998698
162646	159500	-	0.30039493333772094
164428	166683	+	0.11864449649861893
167313	168917	+	0.3186824353837081
170175	170609	+	-0.0213736507925669
173900	171045	-	0.6816385201328301
175595	174378	-	0.3740657182225377
176896	175916	-	0.47830239273686015
177667	178320	+	0.5350372753894739
178619	178690	+	1.5387923192882302
178971	180869	+	1.5387923192882302
183079	181274	-	0.9538708292707989
185485	184085	-	0.966525295448912
186088	187731	+	0.5398104643287811
190675	187841	-	0.27915407119707086
193696	192389	-	-0.29373120305671035
197743	201900	+	-0.5380958956831821
203616	208115	+	0.30812229536233193
208704	210980	+	0.623851514114751
211439	214294	+	0.5275122285372563
216605	215340	-	1.234121713918555
217235	217690	+	1.3507165183119874
220760	219813	-	-0.17433018056231345
229039	228017	-	0.016873818564396122
232780	234810	+	-0.07972719247073407
237735	234892	-	-0.4871151773230117
240875	238113	-	0.6947079067044994
241386	243596	+	0.6947079067044994
243827	244951	+	0.18057224564182084
245581	244928	-	0.4277485510283979
245848	250293	+	0.4277485510283979
251271	250402	-	-0.2607642322089667
253472	251658	-	0.7104933828050153
254827	254024	-	0.5879838526963933
257236	255200	-	0.543142325026529
257734	258735	+	1.0061522269815952
259833	259132	-	0.24679376482658294
263308	261290	-	0.6507645591169023
265449	264202	-	-0.1387062708315922
269635	267332	-	0.24643789530309895
270614	271690	+	0.24643789530309895
273119	271836	-	0.787696396287136
273725	276406	+	0.6780719051126378
277990	276554	-	0.2713020218173943
278407	279219	+	0.3625700793847084
279721	279263	-	0.5074015174275034
280372	282942	+	0.8179396726987702
284402	283059	-	0.8813555035013809
286495	285179	-	0.32192809488736235
287732	288094	+	0.20723261416544228
289221	290322	+	0.04580368961312475
292993	290723	-	-0.840219555963231
294479	294348	-	0.8448809333330939
296529	295156	-	0.11042398969365065
298130	297048	-	0.8073549220576041
302174	298560	-	5.392038128413182
303016	303657	+	5.392038128413182
304251	304437	+	1.6938968722743204
305971	304583	-	0.46365620449902273
306446	307303	+	0.34701907585019276
308170	309063	+	0.026635126503466607
309656	310444	+	1.451695969857692
310925	311881	+	0.21089678249861854
313730	312153	-	0.044394119358453436
315635	314946	-	0.7162070339994088
317204	319822	+	0.7162070339994088
321739	320283	-	-0.01837852931485452
324009	325811	+	0.6926763180214095
326338	328779	+	0.5079400804973112
329923	329147	-	0.25080810350053434
331097	332218	+	0.49595749466241135
332990	335266	+	0.6418648919556332
335863	337716	+	0.5749088360572332
339618	337942	-	0.446401670188179
345613	341849	-	0.3981636807144475
346435	347349	+	0.8732428577140613
349230	347584	-	0.12398871727545328
352171	349679	-	0.09868427485940695
352552	354423	+	0.9230380181851159
357859	354638	-	0.5405683813627028
358599	361211	+	0.49153563675288725
362253	364484	+	0.0
366252	364771	-	0.8371495243179576
370457	366828	-	0.1271119179033392
373810	372122	-	0.16106243273251622
374958	374158	-	0.012072832300574972
375233	375850	+	0.16106243273251622
376164	376045	-	0.1012833358371817
377932	378930	+	0.09019780897157814
379851	381758	+	-0.11756959638117603
