!
!Date: 09/30/2019
!From: Saccharomyces Genome Database (SGD) 
!URL: http://www.yeastgenome.org/ 
!Contact Email: sgd-helpdesk@lists.stanford.edu 
!Funding: NHGRI at US NIH, grant number 5-U41-HG001315 
!

Regulator	Regulator Systematic Name	Target	Target Systematic Name	Direction	Regulation of	Happens During	Regulator Type	Direction	Regulation Of	Happens During	Method	Evidence	Strain Background	Reference
YAP1	YML007W	SIC1	YLR079W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
YAP1	YML007W	SIM1	YIL123W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
YAP1	YML007W	SIM1	YIL123W		transcription	cellular response to hydrogen peroxide	transcription factor		transcription	cellular response to hydrogen peroxide	high-throughput	DNA to cDNA expression microarray evidence	S288C	Cohen BA, et al. (2002) PMID:12006656
YAP1	YML007W	SIN3	YOL004W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
YAP1	YML007W	SKS1	YPL026C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
YAP1	YML007W	SLX9	YGR081C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
YAP1	YML007W	SMT3	YDR510W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
YAP1	YML007W	SNA4	YDL123W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
YAP1	YML007W	SND1	YDR186C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
YAP1	YML007W	SOD1	YJR104C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
YAP1	YML007W	SOD1	YJR104C		transcription		transcription factor		transcription		high-throughput	chromatin immunoprecipitation-chip evidence	W303	MacIsaac KD, et al. (2006) PMID:16522208
YAP1	YML007W	SOD2	YHR008C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
YAP1	YML007W	SOL1	YNR034W		transcription	cellular response to hydrogen peroxide	transcription factor		transcription	cellular response to hydrogen peroxide	high-throughput	DNA to cDNA expression microarray evidence	S288C	Cohen BA, et al. (2002) PMID:12006656
YAP1	YML007W	SPO14	YKR031C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
YAP1	YML007W	SPO24	YPR036W-A		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
YAP1	YML007W	SRB2	YHR041C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
YAP1	YML007W	SRX1	YKL086W		transcription		transcription factor		transcription		high-throughput	chromatin immunoprecipitation-chip evidence	W303	MacIsaac KD, et al. (2006) PMID:16522208
YAP1	YML007W	SSC1	YJR045C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
YAP1	YML007W	SSE2	YBR169C		transcription	cellular response to hydrogen peroxide	transcription factor		transcription	cellular response to hydrogen peroxide	high-throughput	DNA to cDNA expression microarray evidence	S288C	Cohen BA, et al. (2002) PMID:12006656
YAP1	YML007W	SSO2	YMR183C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
YAP1	YML007W	SSU1	YPL092W		transcription	cellular response to hydrogen peroxide	transcription factor		transcription	cellular response to hydrogen peroxide	high-throughput	DNA to cDNA expression microarray evidence	S288C	Cohen BA, et al. (2002) PMID:12006656
YAP1	YML007W	STE2	YFL026W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
YAP1	YML007W	STH1	YIL126W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
YAP1	YML007W	STP3	YLR375W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
YAP1	YML007W	STS1	YIR011C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
YAP1	YML007W	SUR7	YML052W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
YAP1	YML007W	SUR7	YML052W		transcription	cellular response to hydrogen peroxide	transcription factor		transcription	cellular response to hydrogen peroxide	high-throughput	DNA to cDNA expression microarray evidence	S288C	Cohen BA, et al. (2002) PMID:12006656
YAP1	YML007W	SVS1	YPL163C		transcription	cellular response to hydrogen peroxide	transcription factor		transcription	cellular response to hydrogen peroxide	high-throughput	DNA to cDNA expression microarray evidence	S288C	Cohen BA, et al. (2002) PMID:12006656
YAP1	YML007W	SWC3	YAL011W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
YAP1	YML007W	SWC7	YLR385C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
YAP1	YML007W	SWT21	YNL187W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
YAP1	YML007W	SYG1	YIL047C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
YAP1	YML007W	TAH11	YJR046W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
YAP1	YML007W	TCB2	YNL087W		transcription		transcription factor		transcription		high-throughput	chromatin immunoprecipitation-chip evidence	W303	MacIsaac KD, et al. (2006) PMID:16522208
YAP1	YML007W	TDA1	YMR291W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
YAP1	YML007W	TDH2	YJR009C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
YAP1	YML007W	TFC7	YOR110W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
YAP1	YML007W	TIF6	YPR016C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
YAP1	YML007W	TIM54	YJL054W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
YAP1	YML007W	TIR1	YER011W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
YAP1	YML007W	TMA10	YLR327C		transcription	cellular response to hydrogen peroxide	transcription factor		transcription	cellular response to hydrogen peroxide	high-throughput	DNA to cDNA expression microarray evidence	S288C	Cohen BA, et al. (2002) PMID:12006656
YAP1	YML007W	TOA1	YOR194C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
YAP1	YML007W	TOP3	YLR234W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
YAP1	YML007W	TPD3	YAL016W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
YAP1	YML007W	TPI1	YDR050C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
YAP1	YML007W	TPS1	YBR126C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
YAP1	YML007W	TPT1	YOL102C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
YAP1	YML007W	TRM1	YDR120C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
YAP1	YML007W	TRS33	YOR115C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
YAP1	YML007W	TRX2	YGR209C		transcription		transcription factor		transcription		high-throughput	chromatin immunoprecipitation-chip evidence	W303	MacIsaac KD, et al. (2006) PMID:16522208
YAP1	YML007W	TRX2	YGR209C		transcription		transcription factor		transcription		high-throughput	DNA to cDNA expression microarray evidence	S288C	Hu Z, et al. (2007) PMID:17417638
YAP1	YML007W	TSA1	YML028W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
YAP1	YML007W	TSA1	YML028W		transcription		transcription factor		transcription		high-throughput	DNA to cDNA expression microarray evidence	S288C	Hu Z, et al. (2007) PMID:17417638
YAP1	YML007W	TSC3	YBR058C-A		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
YAP1	YML007W	TUL1	YKL034W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
YAP1	YML007W	UBA2	YDR390C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
YAP1	YML007W	UBC6	YER100W		transcription	cellular response to hydrogen peroxide	transcription factor		transcription	cellular response to hydrogen peroxide	high-throughput	DNA to cDNA expression microarray evidence	S288C	Cohen BA, et al. (2002) PMID:12006656
YAP1	YML007W	UBI4	YLL039C		transcription	cellular response to hydrogen peroxide	transcription factor		transcription	cellular response to hydrogen peroxide	high-throughput	DNA to cDNA expression microarray evidence	S288C	Cohen BA, et al. (2002) PMID:12006656
YAP1	YML007W	UBP5	YER144C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
YAP1	YML007W	UBP7	YIL156W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
YAP1	YML007W	UBX5	YDR330W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
YAP1	YML007W	UBX7	YBR273C		transcription	cellular response to hydrogen peroxide	transcription factor		transcription	cellular response to hydrogen peroxide	high-throughput	DNA to cDNA expression microarray evidence	S288C	Cohen BA, et al. (2002) PMID:12006656
YAP1	YML007W	UGP1	YKL035W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
YAP1	YML007W	UIP4	YPL186C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
YAP1	YML007W	UME6	YDR207C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
YAP1	YML007W	URB1	YKL014C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
YAP1	YML007W	UTP13	YLR222C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
YAP1	YML007W	UTP6	YDR449C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
YAP1	YML007W	UTR1	YJR049C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
YAP1	YML007W	UTR2	YEL040W		transcription	cellular response to hydrogen peroxide	transcription factor		transcription	cellular response to hydrogen peroxide	high-throughput	DNA to cDNA expression microarray evidence	S288C	Cohen BA, et al. (2002) PMID:12006656
YAP1	YML007W	VHS2	YIL135C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
YAP1	YML007W	VID24	YBR105C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
YAP1	YML007W	VID28	YIL017C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
YAP1	YML007W	VID30	YGL227W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
YAP1	YML007W	VMA10	YHR039C-A		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
YAP1	YML007W	VMA8	YEL051W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
YAP1	YML007W	VMR1	YHL035C		transcription	cellular response to hydrogen peroxide	transcription factor		transcription	cellular response to hydrogen peroxide	high-throughput	DNA to cDNA expression microarray evidence	S288C	Cohen BA, et al. (2002) PMID:12006656
YAP1	YML007W	VPS36	YLR417W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
YAP1	YML007W	VPS51	YKR020W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
YAP1	YML007W	WSC4	YHL028W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
YAP1	YML007W	YAF9	YNL107W		transcription	cellular response to hydrogen peroxide	transcription factor		transcription	cellular response to hydrogen peroxide	high-throughput	DNA to cDNA expression microarray evidence	S288C	Cohen BA, et al. (2002) PMID:12006656
YAP1	YML007W	YAR010C	YAR010C		transcription	cellular response to hydrogen peroxide	transcription factor		transcription	cellular response to hydrogen peroxide	high-throughput	DNA to cDNA expression microarray evidence	S288C	Cohen BA, et al. (2002) PMID:12006656
YAP1	YML007W	YAR035C-A	YAR035C-A		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
YAP1	YML007W	YAR064W	YAR064W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
YAP1	YML007W	YAR075W	YAR075W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
YAP1	YML007W	YAT1	YAR035W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
YAP1	YML007W	YBL100W-C	YBL100W-C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
YAP1	YML007W	YBR012W-A	YBR012W-A		transcription	cellular response to hydrogen peroxide	transcription factor		transcription	cellular response to hydrogen peroxide	high-throughput	DNA to cDNA expression microarray evidence	S288C	Cohen BA, et al. (2002) PMID:12006656
YAP1	YML007W	YBR012W-B	YBR012W-B		transcription	cellular response to hydrogen peroxide	transcription factor		transcription	cellular response to hydrogen peroxide	high-throughput	DNA to cDNA expression microarray evidence	S288C	Cohen BA, et al. (2002) PMID:12006656
YAP1	YML007W	YBR085C-A	YBR085C-A		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
YAP1	YML007W	YBR090C	YBR090C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
YAP1	YML007W	YBR219C	YBR219C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
YAP1	YML007W	YCR108C	YCR108C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
YAP1	YML007W	YDL038C	YDL038C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
YAP1	YML007W	YDR210W	YDR210W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
YAP1	YML007W	YDR476C	YDR476C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
YAP1	YML007W	YEH1	YLL012W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
YAP1	YML007W	YEL008W	YEL008W		transcription	cellular response to hydrogen peroxide	transcription factor		transcription	cellular response to hydrogen peroxide	high-throughput	DNA to cDNA expression microarray evidence	S288C	Cohen BA, et al. (2002) PMID:12006656
YAP1	YML007W	YER137C	YER137C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
YAP1	YML007W	YER138C	YER138C		transcription	cellular response to hydrogen peroxide	transcription factor		transcription	cellular response to hydrogen peroxide	high-throughput	DNA to cDNA expression microarray evidence	S288C	Cohen BA, et al. (2002) PMID:12006656
YAP1	YML007W	YER152C	YER152C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
YAP1	YML007W	YER156C	YER156C		transcription	cellular response to hydrogen peroxide	transcription factor		transcription	cellular response to hydrogen peroxide	high-throughput	DNA to cDNA expression microarray evidence	S288C	Cohen BA, et al. (2002) PMID:12006656
YAP1	YML007W	YER188C-A	YER188C-A		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
YAP1	YML007W	YFR012W-A	YFR012W-A		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
YAP1	YML007W	YFR057W	YFR057W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
YAP1	YML007W	YGL052W	YGL052W		transcription	cellular response to hydrogen peroxide	transcription factor		transcription	cellular response to hydrogen peroxide	high-throughput	DNA to cDNA expression microarray evidence	S288C	Cohen BA, et al. (2002) PMID:12006656
YAP1	YML007W	YGL242C	YGL242C		transcription	cellular response to hydrogen peroxide	transcription factor		transcription	cellular response to hydrogen peroxide	high-throughput	DNA to cDNA expression microarray evidence	S288C	Cohen BA, et al. (2002) PMID:12006656
YAP1	YML007W	YGL262W	YGL262W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
YAP1	YML007W	YGR130C	YGR130C		transcription	cellular response to hydrogen peroxide	transcription factor		transcription	cellular response to hydrogen peroxide	high-throughput	DNA to cDNA expression microarray evidence	S288C	Cohen BA, et al. (2002) PMID:12006656
YAP1	YML007W	YHB1	YGR234W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
YAP1	YML007W	YHB1	YGR234W		transcription		transcription factor		transcription		high-throughput	chromatin immunoprecipitation-chip evidence	W303	MacIsaac KD, et al. (2006) PMID:16522208
YAP1	YML007W	YHL015W-A	YHL015W-A		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
YAP1	YML007W	YHP1	YDR451C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
YAP1	YML007W	YHR007C-A	YHR007C-A		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
YAP1	YML007W	YHR131C	YHR131C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
YAP1	YML007W	YHR202W	YHR202W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
YAP1	YML007W	YHR213W-B	YHR213W-B		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
YAP1	YML007W	YHR214C-B	YHR214C-B		transcription	cellular response to hydrogen peroxide	transcription factor		transcription	cellular response to hydrogen peroxide	high-throughput	DNA to cDNA expression microarray evidence	S288C	Cohen BA, et al. (2002) PMID:12006656
YAP1	YML007W	YIL024C	YIL024C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
YAP1	YML007W	YIL046W-A	YIL046W-A		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
YAP1	YML007W	YIR016W	YIR016W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
YAP1	YML007W	YJL107C	YJL107C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
YAP1	YML007W	YJL213W	YJL213W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
YAP1	YML007W	YJL213W	YJL213W		transcription	cellular response to hydrogen peroxide	transcription factor		transcription	cellular response to hydrogen peroxide	high-throughput	DNA to cDNA expression microarray evidence	S288C	Cohen BA, et al. (2002) PMID:12006656
YAP1	YML007W	YJR027W	YJR027W		transcription	cellular response to hydrogen peroxide	transcription factor		transcription	cellular response to hydrogen peroxide	high-throughput	DNA to cDNA expression microarray evidence	S288C	Cohen BA, et al. (2002) PMID:12006656
YAP1	YML007W	YJR028W	YJR028W		transcription	cellular response to hydrogen peroxide	transcription factor		transcription	cellular response to hydrogen peroxide	high-throughput	DNA to cDNA expression microarray evidence	S288C	Cohen BA, et al. (2002) PMID:12006656
YAP1	YML007W	YJR029W	YJR029W		transcription	cellular response to hydrogen peroxide	transcription factor		transcription	cellular response to hydrogen peroxide	high-throughput	DNA to cDNA expression microarray evidence	S288C	Cohen BA, et al. (2002) PMID:12006656
YAP1	YML007W	YJR115W	YJR115W		transcription	cellular response to hydrogen peroxide	transcription factor		transcription	cellular response to hydrogen peroxide	high-throughput	DNA to cDNA expression microarray evidence	S288C	Cohen BA, et al. (2002) PMID:12006656
YAP1	YML007W	YKU70	YMR284W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
YAP1	YML007W	YLR042C	YLR042C		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
YAP1	YML007W	YLR108C	YLR108C		transcription		transcription factor		transcription		high-throughput	DNA to cDNA expression microarray evidence	S288C	Hu Z, et al. (2007) PMID:17417638
YAP1	YML007W	YLR125W	YLR125W		transcription	cellular response to heat	transcription factor		transcription	cellular response to heat	high-throughput	chromatin immunoprecipitation-chip evidence	S288C	Venters BJ, et al. (2011) PMID:21329885
