Candida albicans SC5314	Candida albicans WO-1	Candida dubliniensis CD36 	Candida tropicalis MYA-3404	Candida parapsilosis CDC317	Candida orthopsilosis Co 90-125	Lodderomyces elongisporus NRLL YB-4239	Debaryomyces hansenii CBS767	Pichia stipitis Pignal	Candida tenuis NRRL Y-1498	Spathaspora passalidarum NRRL Y-27907	Candida guilliermondii ATCC 6260	Candida lusitaniae ATCC 42720	Saccharomyces cerevisiae S288C	Candida glabrata CBS138
orf19.6109	CAWG_01360	CD36_00070	---	CPAR2_109520	CORT0B10590	LELG_01447	DEHA2A13420g	PICST_63551	CANTEDRAFT_122819	SPAPADRAFT_57666	PGUG_01096	CLUG_03455	YCR084C	CAGL0E00561g
orf19.3291	CAWG_01271	CD36_00970	CTRG_04404	CPAR2_110080	CORT0B11190	LELG_05598	DEHA2B00924g	PICST_51802	CANTEDRAFT_115202	SPAPADRAFT_57792	PGUG_00048	CLUG_00020	YBR034C	CAGL0I04730g
orf19.524	CAWG_01771	CD36_29690	CTRG_00402	CPAR2_205220	CORT0D05340	LELG_03178	DEHA2F21472g	PICST_85558	CANTEDRAFT_111146	SPAPADRAFT_49293	PGUG_00347	CLUG_05646	---	
orf19.526	CAWG_01772	CD36_29700	CTRG_00401	CPAR2_205230	CORT0D05350	LELG_03177	DEHA2F19228g	PICST_79967	CANTEDRAFT_112326	SPAPADRAFT_59664	PGUG_00249	CLUG_03310	YDL208W	CAGL0J09614g
orf19.527	CAWG_01773	CD36_29720	CTRG_00400	CPAR2_205240	CORT0D05360	LELG_03176	DEHA2F19250g	PICST_33805	---	SPAPADRAFT_134563	PGUG_00250	CLUG_03311	---	
orf19.528	CAWG_01774	CD36_29730	CTRG_00399	CPAR2_205250	CORT0D05370	LELG_03175.1	DEHA2F19272g	PICST_91200	CANTEDRAFT_100553	SPAPADRAFT_135572	PGUG_00251	CLUG_03312	YDR238C	CAGL0K11088g
orf19.529	CAWG_01775	CD36_29750	CTRG_00398	CPAR2_205260	CORT0D05380	LELG_03173	DEHA2F19294g	PICST_33802	CANTEDRAFT_91782	SPAPADRAFT_59661	---	CLUG_03313	---	
orf19.529.1	---	---	---	---	---	---	---	---	---	---	---	---	---	
orf19.530	CAWG_01776	CD36_29760	CTRG_00405	CPAR2_205270	CORT0D05390	LELG_03172	DEHA2F14080g	PICST_68489	CANTEDRAFT_102197	SPAPADRAFT_135115	PGUG_00971	CLUG_05567	---	
orf19.532	CAWG_01777	CD36_29770	CTRG_00407	CPAR2_205280	CORT0D05400	LELG_03171	DEHA2E02662g	PICST_68488	CANTEDRAFT_112491	SPAPADRAFT_59659	PGUG_00970	CLUG_05568	YBR067C	CAGL0L07502g
orf19.533	CAWG_01778	---	---	---	---	---	---	---	---	---	---	---	---	
orf19.2460	CAWG_00818	CD36_05550	CTRG_04834	CPAR2_107330	CORT0B08540	LELG_01709	DEHA2E06908g	PICST_34211	CANTEDRAFT_132135	---	PGUG_05545	CLUG_05546	---	
orf19.535	CAWG_01779	CD36_29780	CTRG_00408	CPAR2_205290	CORT0D05410	LELG_03170	dhan_CGOB_00006	---	---	---	PGUG_00969	---	---	
orf19.536	CAWG_01780	CD36_29790	CTRG_00410	CPAR2_205300	CORT0D05420	LELG_03169	DEHA2F14058g	PICST_64717	CANTEDRAFT_101515	SPAPADRAFT_134515	PGUG_00968	CLUG_05570	YBR198C	CAGL0M05335g
orf19.537	CAWG_01781	CD36_29810	CTRG_00411	CPAR2_206030	CORT0D06170	LELG_03127	DEHA2F14014g	PICST_33797	CANTEDRAFT_102086	SPAPADRAFT_59653	PGUG_00966	CLUG_05572	---	
orf19.538	CAWG_01782	CD36_29820	CTRG_00412	CPAR2_206040	CORT0D06180	LELG_03128	DEHA2F14036g	PICST_33798	CANTEDRAFT_112489	SPAPADRAFT_59654	PGUG_00967	CLUG_05571	YPL076W	CAGL0H05401g
orf19.539	CAWG_01783	CD36_29830	CTRG_00394	CPAR2_210960	CORT0A10310	---	---	PICST_58854	CANTEDRAFT_116142	SPAPADRAFT_137654	PGUG_01006	CLUG_01084	YNL239W	CAGL0J07568g
orf19.540	CAWG_01784	CD36_29840	CTRG_00395	CPAR2_104150	CORT0B05370	LELG_01936	DEHA2F08008g	PICST_83712	CANTEDRAFT_115552	SPAPADRAFT_60380	PGUG_01454	CLUG_02601	---	
orf19.541	CAWG_01785	CD36_29850	CTRG_00413	CPAR2_104530	CORT0B05750	LELG_01905	DEHA2E10406g	PICST_32280	CANTEDRAFT_115098	SPAPADRAFT_60443	---	CLUG_02063	---	
orf19.542	CAWG_01786	CD36_29870	CTRG_00414	CPAR2_206020	CORT0D06160	LELG_03126	DEHA2F13992g	PICST_85453	CANTEDRAFT_112485	SPAPADRAFT_59652	PGUG_00965	CLUG_05574	YGL253W	CAGL0H07579g
orf19.542.2	CAWG_01787	CD36_29880	CTRG_00415	CPAR2_205840	CORT0D05960	LELG_03125	DEHA2F13970g	PICST_50184	CANTEDRAFT_112484	SPAPADRAFT_135423	PGUG_00964	clus_CGOB_00031	YOL026C	CAGL0F01221g
orf19.543	CAWG_01788	CD36_29890	---	CPAR2_205830	CORT0D05950	LELG_03124	DEHA2F13948g	PICST_85745	---	SPAPADRAFT_59650	PGUG_00963.1	---	YPL262W	CAGL0A01045g
orf19.2459	CAWG_00817	CD36_05560	CTRG_04835	CPAR2_107320	CORT0B08530	LELG_01708	DEHA2E06886g	PICST_66367	CANTEDRAFT_116390	---	PGUG_05548	CLUG_05547	---	
orf19.544	CAWG_01789	CD36_29900	CTRG_00416	CPAR2_204250	CORT0D04330	LELG_03306	DEHA2F13926g	---	CANTEDRAFT_101696	SPAPADRAFT_134675	---	CLUG_05575	YIR015W	CAGL0K08712g
orf19.544.1	CAWG_01790	CD36_29910	ctro_CGOB_00003	CPAR2_204240	CORT0D04320	LELG_03307	DEHA2F13904g	PICST_63922	CANTEDRAFT_112482	SPAPADRAFT_59649	PGUG_00961	clus_CGOB_00032	YOL038W	CAGL0F01199g
orf19.547	CAWG_01791	CD36_29920	CTRG_00417	CPAR2_204230	CORT0D04310	LELG_03308	DEHA2F13882g	PICST_33791	CANTEDRAFT_91928	SPAPADRAFT_148774	PGUG_00960	CLUG_05576	YKL113C	CAGL0K11506g
orf19.548	CAWG_01792	CD36_29930	CTRG_00418	CPAR2_204200	CORT0D04300	LELG_03310	DEHA2F17116g	PICST_74138	CANTEDRAFT_116578	SPAPADRAFT_59646	PGUG_04226	CLUG_02357	YCR002C	CAGL0G06754g
orf19.549	CAWG_01793	CD36_29940	CTRG_00419	CPAR2_204190	CORT0D04290	LELG_03317	DEHA2F17094g	PICST_79943	CANTEDRAFT_116577	SPAPADRAFT_135524	PGUG_04225	CLUG_02356	YCR003W	CAGL0G06776g
orf19.550	CAWG_01794	CD36_29950	CTRG_00420	CPAR2_204180	CORT0D04280	LELG_03316	DEHA2F17050g	PICST_50793	CANTEDRAFT_99913	SPAPADRAFT_70362	PGUG_04223	CLUG_02354	YBR035C	CAGL0I04708g
orf19.551	CAWG_01795	CD36_29980	CTRG_00521	CPAR2_204170	CORT0D04270	LELG_03314	DEHA2F17072g	PICST_33787	CANTEDRAFT_110235	SPAPADRAFT_134196	PGUG_04224	CLUG_02355	---	
orf19.552	CAWG_01796	CD36_29990	CTRG_00512	---	---	---	---	PICST_29844	CANTEDRAFT_112173	---	---	---	YCL038C	CAGL0B00770g
orf19.553	CAWG_01797	CD36_30010	CTRG_00513	CPAR2_203870	CORT0D03980	LELG_03267	DEHA2A10362g	PICST_29843	CANTEDRAFT_128854	SPAPADRAFT_49221	PGUG_01981	CLUG_02305	YBR180W	CAGL0M06281g
orf19.554	CAWG_01798	CD36_30030	CTRG_00514	CPAR2_203860	CORT0D03970	LELG_03266	---	PICST_42457	CANTEDRAFT_117301	SPAPADRAFT_54339	---	CLUG_02306	YDR402C	CAGL0F02607g
orf19.2458	CAWG_00816	CD36_05570	CTRG_04836	CPAR2_107310	CORT0B08520	LELG_01707	dhan_CGOB_00002	PICST_37513	CANTEDRAFT_127486	SPAPADRAFT_58532	PGUG_05549	CLUG_05548	YMR140W	CAGL0I00836g
orf19.1741	CAWG_01799	CD36_30040	CTRG_00515	CPAR2_203850	CORT0D03960	LELG_03265	---	PICST_29841	CANTEDRAFT_100455	SPAPADRAFT_135460	---	CLUG_03886	YDR403W	CAGL0F02651g
orf19.1738.1	CAWG_01800	CD36_30060	CTRG_00516	CPAR2_203840	CORT0D03950	LELG_03264	DEHA2F18700g	---	CANTEDRAFT_104728	SPAPADRAFT_59576	PGUG_02597	CLUG_02876	YOR265W	CAGL0C02849g
orf19.1738	CAWG_01801	CD36_30070	CTRG_00517	CPAR2_203830	CORT0D03940	LELG_03263	DEHA2G22990g	PICST_40866	CANTEDRAFT_109055	SPAPADRAFT_134841	PGUG_04266	CLUG_03162	YKL035W	CAGL0L01925g
orf19.1737	CAWG_01802	---	---	---	---	---	---	---	---	---	---	---	---	
orf19.1736	CAWG_01803	---	---	---	---	---	---	---	---	---	---	---	---	
orf19.1735	CAWG_01804	CD36_30080	CTRG_00518	CPAR2_407620	CORT0C06970	LELG_02349	DEHA2B11308g	PICST_35975	CANTEDRAFT_112262	SPAPADRAFT_49794	PGUG_01727	CLUG_02728	YPL064C	
orf19.1734	CAWG_01805	CD36_30090	CTRG_00522	CPAR2_204010	CORT0D04110	LELG_03252	DEHA2G22682g	PICST_65204	CANTEDRAFT_135337	SPAPADRAFT_49234	PGUG_01880	CLUG_03172	YGL150C	CAGL0E05038g
orf19.6318	CAWG_01806	CD36_30100	CTRG_00523	CPAR2_204020	CORT0D04120	LELG_03253	DEHA2G22704g	PICST_56142	CANTEDRAFT_114840	SPAPADRAFT_59605	PGUG_01878	CLUG_03171	YJR085C	CAGL0M09229g
orf19.6317	CAWG_01807	CD36_30110	CTRG_00524	CPAR2_204070	CORT0D04170	LELG_03256	DEHA2G22792g	PICST_75569	CANTEDRAFT_123586	SPAPADRAFT_65329	PGUG_01875	CLUG_03168	YGR061C	CAGL0K04499g
orf19.6316.4	CAWG_01808	CD36_30120	CTRG_00525	CPAR2_204060	CORT0D04160	LELG_03257	DEHA2G22814g	PICST_29833	CANTEDRAFT_106929	SPAPADRAFT_54347	PGUG_01874	CLUG_03167	YLR363W-A	CAGL0G04983g
orf19.2457	CAWG_00815	CD36_05580	CTRG_04837	CPAR2_107300	CORT0B08510	LELG_01706	---	PICST_28353	CANTEDRAFT_136821	SPAPADRAFT_58531	PGUG_05550	CLUG_05549	---	
orf19.6316	CAWG_01809	CD36_30130	CTRG_00526	CPAR2_204050	CORT0D04150	LELG_03258	DEHA2G22858g	PICST_29834	CANTEDRAFT_123591	SPAPADRAFT_59592	PGUG_01873	CLUG_03166	YMR221C	CAGL0F04015g
orf19.6315	CAWG_01810	CD36_30140	CTRG_00527	CPAR2_204040	CORT0D04140	LELG_03259	DEHA2G22880g	---	CANTEDRAFT_114703	SPAPADRAFT_59590	---	CLUG_03165	---	
orf19.6314	CAWG_01811	CD36_30150	CTRG_00528	CPAR2_204030	CORT0D04130	LELG_03260	DEHA2G22902g	PICST_87046	CANTEDRAFT_114705	SPAPADRAFT_59580	PGUG_01872	CLUG_03164	YOR224C	CAGL0J04070g
orf19.6313.2	CAWG_01812	CD36_30160	---	CPAR2_204110	CORT0D04210	LELG_03261	DEHA2G22924g	PICST_29837	CANTEDRAFT_114706	SPAPADRAFT_59579	PGUG_01871	clus_CGOB_00019	---	
orf19.6313	CAWG_01813	CD36_30170	---	CPAR2_204120	CORT0D04220	LELG_03262	---	PICST_41123	CANTEDRAFT_114707	SPAPADRAFT_148647	PGUG_01870	CLUG_03163	---	
orf19.6312	CAWG_01814	CD36_30190	CTRG_00520	CPAR2_204080	CORT0D04180	LELG_03255	DEHA2G22770g	PICST_82366	CANTEDRAFT_114699	SPAPADRAFT_49231	PGUG_01877	CLUG_03170	YNL178W	CAGL0J11220g
orf19.6311	CAWG_01815	CD36_30200	CTRG_00519	CPAR2_204090	CORT0D04190	LELG_03254	DEHA2G22726g	---	CANTEDRAFT_114848	SPAPADRAFT_59599	---	---	YPR036W-A	
orf19.6310	CAWG_01816	CD36_30210	CTRG_00529	CPAR2_204000	CORT0D04100	LELG_03251	DEHA2G22660g	PICST_29828	CANTEDRAFT_94278	SPAPADRAFT_70331	PGUG_01882	CLUG_03173	---	
orf19.6309	CAWG_01817	CD36_30220	CTRG_00530	CPAR2_203990	CORT0D04090	LELG_03250	DEHA2G22638g	PICST_33746	---	---	PGUG_01883	---	YMR164C	CAGL0F07667g
orf19.6308	CAWG_01818	---	---	---	---	---	---	---	---	---	---	---	---	
orf19.2455	CAWG_00814	CD36_05590	CTRG_04838	CPAR2_107290	CORT0B08500	LELG_01705	DEHA2E06864g	PICST_66365	CANTEDRAFT_132133	SPAPADRAFT_146412	PGUG_05551	CLUG_03720	YBR281C	CAGL0B03289g
orf19.6307	CAWG_01819	CD36_30250	CTRG_00531	---	---	---	DEHA2G22594g	PICST_50168	CANTEDRAFT_98619	SPAPADRAFT_148709	PGUG_01884	CLUG_03193	---	
orf19.6306	CAWG_01821.1	CD36_30260	CTRG_00532	CPAR2_203980	CORT0D04080	LELG_03249	DEHA2G22572g	PICST_63844	CANTEDRAFT_113318	SPAPADRAFT_59619	PGUG_00081	CLUG_03192	---	
orf19.6305	CAWG_01822	CD36_30270	CTRG_00533	CPAR2_203970	CORT0D04070	LELG_03248	DEHA2G22550g	PICST_74130	CANTEDRAFT_114831	SPAPADRAFT_59618	PGUG_00080	CLUG_04971	YEL046C	CAGL0I01342g
orf19.6304	CAWG_01823	CD36_30280	CTRG_00546	CPAR2_203950	CORT0D04060	LELG_03247	DEHA2G22528g	PICST_68463	CANTEDRAFT_112259	SPAPADRAFT_59617	PGUG_00079	CLUG_03191	YGL154C	CAGL0E05104g
orf19.6302	CAWG_01824	CD36_30290	---	---	---	---	---	---	---	---	---	---	---	
orf19.1803	CAWG_01825	CD36_30310	CTRG_00543	CPAR2_203930	CORT0D04040	LELG_03246	DEHA2G22440g	PICST_79863	CANTEDRAFT_113091	SPAPADRAFT_59614	PGUG_00075	CLUG_03190	YGL155W	CAGL0E05126g
orf19.1804	CAWG_01826	CD36_30320	CTRG_00542	CPAR2_203920	CORT0D04030	LELG_03245	DEHA2G22418g	PICST_91291	CANTEDRAFT_113093	SPAPADRAFT_70338	PGUG_00074	CLUG_03189	YDL119C	CAGL0H10538g
orf19.1805	CAWG_01827	CD36_30330	CTRG_00541	CPAR2_203910	CORT0D04020	LELG_03244	DEHA2G22396g	PICST_85722	CANTEDRAFT_119681	SPAPADRAFT_59613	PGUG_00063	CLUG_03188	YGL153W	CAGL0E05082g
orf19.1806	CAWG_01828	CD36_30340	CTRG_00540	CPAR2_203900	CORT0D04010	LELG_03243	DEHA2G22374g	PICST_33758	---	SPAPADRAFT_59612	PGUG_00064	---	---	
orf19.1808	CAWG_01829	CD36_30350	CTRG_00539	CPAR2_204590	CORT0D04690	LELG_03242	DEHA2G22352g	PICST_64197	CANTEDRAFT_92591	SPAPADRAFT_134767	PGUG_00065	CLUG_03187.1	YGL151W	CAGL0E05060g
orf19.2454	CAWG_00813	CD36_05600	CTRG_04839	CPAR2_107280	CORT0B08480	LELG_01703	DEHA2E06842g	PICST_86239	CANTEDRAFT_115711	SPAPADRAFT_146408	PGUG_05553.1	CLUG_03721	YCR037C	
orf19.633	CAWG_01830	CD36_30360	CTRG_00537	CPAR2_204610	CORT0D04720	LELG_03240	DEHA2G19470g	PICST_74165	CANTEDRAFT_112528	SPAPADRAFT_59610	PGUG_03890	CLUG_02139	---	
orf19.634	CAWG_01831	CD36_30370	CTRG_00536	---	---	---	---	---	---	---	---	---	---	
orf19.635	CAWG_01832	CD36_30390	---	---	---	---	---	---	---	---	---	---	---	
orf19.654	CAWG_01833	CD36_30570	---	---	---	---	---	---	---	---	---	---	---	
orf19.653	CAWG_01834	---	---	---	---	---	---	---	---	---	---	---	---	
orf19.652	CAWG_01835	CD36_30560	CTRG_01064	CPAR2_800550	CORT0A00630	LELG_00046	DEHA2E18524g	PICST_33639	---	SPAPADRAFT_60031	PGUG_01242	CLUG_03987	YER041W	CAGL0C02255g
orf19.651	CAWG_01836	CD36_30550	CTRG_00559	CPAR2_203330	CORT0D03430	LELG_03464	---	PICST_51006	---	---	PGUG_01082	CLUG_00454	---	
orf19.649	CAWG_01837	CD36_30530	CTRG_00557	CPAR2_203340	CORT0D03440	LELG_03465	DEHA2G24244g	PICST_68475	CANTEDRAFT_117008	SPAPADRAFT_65362	PGUG_01081	CLUG_00387	---	
orf19.647.3	CAWG_01838	---	---	---	---	---	---	---	---	---	---	---	---	
orf19.646	CAWG_01840	CD36_30510	CTRG_00556	CPAR2_203350	CORT0D03450	LELG_03466	DEHA2G19140g	PICST_68474	CANTEDRAFT_100738	SPAPADRAFT_49262	PGUG_01083	CLUG_00455	YPR035W	CAGL0K05357g
orf19.2452	CAWG_00812	CD36_05610	CTRG_04840	CPAR2_103700	CORT0B04900	LELG_01984	DEHA2E06820g	PICST_37565	CANTEDRAFT_95139	SPAPADRAFT_58526	PGUG_05554	CLUG_03722	---	
orf19.645.1	CAWG_01841	CD36_30500	CTRG_00555	CPAR2_203360	CORT0D03460	lelo_CGOB_00004	DEHA2G19184g	PICST_66160	CANTEDRAFT_91685	SPAPADRAFT_59630	PGUG_01084	CLUG_04016	YPR036W	CAGL0K05379g
orf19.644	CAWG_01842	CD36_30490	CTRG_00554	---	---	---	DEHA2C11374g	PICST_33008	---	SPAPADRAFT_59608	PGUG_04843	---	---	
orf19.643	CAWG_01843	CD36_30480	CTRG_00553	CPAR2_203370	CORT0D03470	LELG_03467	DEHA2G19206g	PICST_68472	---	SPAPADRAFT_65359	PGUG_01085	CLUG_04015	YJR089W	
orf19.642	CAWG_01844	CD36_30470	CTRG_00551	CPAR2_203380	CORT0D03480	LELG_03468	DEHA2G19228g	PICST_85655	CANTEDRAFT_117493	SPAPADRAFT_49259	PGUG_01086	CLUG_04014	---	
orf19.641	CAWG_01845	CD36_30460	CTRG_00550	CPAR2_203390	CORT0D03490	LELG_03469	DEHA2G19250g	PICST_63959	CANTEDRAFT_100980	SPAPADRAFT_54369	PGUG_01087	CLUG_04013	YFR041C	CAGL0C02123g
orf19.640	CAWG_01846	CD36_30450	CTRG_00549	CPAR2_203400	CORT0D03500	LELG_03470	DEHA2G19272g	PICST_79927	CANTEDRAFT_117487	SPAPADRAFT_59628	PGUG_01088	CLUG_04012	YFR042W	CAGL0C02101g
orf19.639.1	CAWG_01847	CD36_30440	CTRG_00548	CPAR2_203410	CORT0D03510	LELG_03471	DEHA2G19316g	PICST_50992	CANTEDRAFT_112239	SPAPADRAFT_135544	---	CLUG_04009	YMR225C	CAGL0M11236g
orf19.639	CAWG_01848	CD36_30430	---	CPAR2_203420	CORT0D03520	LELG_03472	DEHA2G19338g	PICST_33767	---	SPAPADRAFT_148716	---	---	YDR370C	CAGL0A02860g
orf19.638	CAWG_01849	CD36_30420	CTRG_00534	CPAR2_203450	CORT0D03560	LELG_03473	DEHA2G19360g	---	CANTEDRAFT_112237	---	PGUG_03274	CLUG_04004	YOR388C	
orf19.637	CAWG_01850	CD36_30410	CTRG_00535	CPAR2_204580	CORT0D04680	LELG_03274	DEHA2G19382g	PICST_50416	CANTEDRAFT_112235	SPAPADRAFT_59621	PGUG_03289	CLUG_04005	YLL041C	CAGL0C03223g
orf19.6048	CAWG_01315	CD36_00510	CTRG_04370	CPAR2_110420	CORT0B11530	LELG_01327	DEHA2D08998g	PICST_84640	CANTEDRAFT_115299	SPAPADRAFT_57845	PGUG_04728	CLUG_04476	---	
orf19.2451	CAWG_00811	CD36_05620	CTRG_04841	CPAR2_103690	CORT0B04890	LELG_01985	DEHA2E06798g	PICST_28349	CANTEDRAFT_115709	SPAPADRAFT_58525	PGUG_05555	CLUG_03723	---	
orf19.555	CAWG_01851	---	---	---	---	---	---	---	---	SPAPADRAFT_151845	---	---	---	
orf19.556	CAWG_01852	CD36_30580	CTRG_00562	CPAR2_203320	CORT0D03420	LELG_03463	DEHA2G24266g	PICST_68476	CANTEDRAFT_110518	SPAPADRAFT_59631	PGUG_01080	CLUG_00386	---	
orf19.557	CAWG_01853	CD36_30590	CTRG_00563	CPAR2_203310	CORT0D03410	LELG_03462	DEHA2G24288g	PICST_33777	---	SPAPADRAFT_54374	PGUG_01079	CLUG_01894	---	
orf19.558	CAWG_01854	CD36_30600	CTRG_00564	CPAR2_203300	CORT0D03400	LELG_03461	DEHA2G24310g	PICST_66162	CANTEDRAFT_117005	SPAPADRAFT_133887	PGUG_01075	CLUG_01895	YHL032C	CAGL0E03916g
orf19.559	---	CD36_29120	---	---	---	---	---	---	---	---	---	---	---	
orf19.562	CAWG_02877	CD36_81170	---	---	---	---	---	---	---	---	---	---	---	
orf19.1007	CAWG_01855	CD36_30620	CTRG_00565	CPAR2_203290	CORT0D03390	LELG_03460	DEHA2F16808g	PICST_50616	CANTEDRAFT_93728	SPAPADRAFT_134383	PGUG_04219	CLUG_04539	YDR017C	CAGL0D04378g
orf19.1008	CAWG_01856	---	---	---	---	---	---	---	---	---	---	---	---	
orf19.1009	CAWG_01857	---	---	---	---	---	---	---	---	---	---	---	---	
orf19.1010	CAWG_01858	CD36_30630	CTRG_00566	CPAR2_203110	CORT0D03200	LELG_03459	DEHA2F16786g	PICST_37188	CANTEDRAFT_114273	SPAPADRAFT_135420	PGUG_04218	CLUG_04540	---	
orf19.2449	CAWG_00810	CD36_05640	CTRG_06242	---	---	---	---	---	---	---	---	---	---	
orf19.1011	CAWG_01859	CD36_30640	CTRG_00567	---	---	---	DEHA2F16764g	PICST_50897	CANTEDRAFT_122543	SPAPADRAFT_70356	PGUG_04217	CLUG_04541	YBR015C	CAGL0I04532g
orf19.1012	CAWG_01860	CD36_30650	CTRG_00568	CPAR2_203120	CORT0D03210	LELG_03458	DEHA2F16742g	PICST_50523	CANTEDRAFT_98181	SPAPADRAFT_59640	PGUG_04216	CLUG_04542	YLR170C	CAGL0B04983g
orf19.5289	CAWG_01861	---	---	---	---	---	---	---	---	---	---	---	---	
orf19.5288.1	---	---	---	---	---	---	---	---	---	---	---	---	---	
orf19.5288	CAWG_01862	CD36_30670	CTRG_00569	---	---	---	DEHA2F16896g	PICST_74116	---	SPAPADRAFT_59642	PGUG_04220	---	---	
orf19.5287	CAWG_01863	CD36_30690	CTRG_00570	CPAR2_204140	CORT0D04240	LELG_03311	DEHA2F16940g	---	---	SPAPADRAFT_65371	---	---	---	
orf19.5286	CAWG_01864	CD36_30710	CTRG_00571	CPAR2_204150	CORT0D04250	LELG_03312	DEHA2F16984g	PICST_79909	---	SPAPADRAFT_59643	PGUG_04221	CLUG_02352	YCR004C	CAGL0H03971g
orf19.5285	CAWG_01865	CD36_30720	CTRG_00572	CPAR2_204160	CORT0D04260	LELG_03313	DEHA2F17006g	PICST_85539	CANTEDRAFT_114280	SPAPADRAFT_59645	PGUG_04222	CLUG_02353	YDR032C	CAGL0K11858g
orf19.5284	CAWG_01866	---	---	---	---	---	---	---	---	---	---	---	---	
orf19.3512	CAWG_01867	CD36_30750	---	---	---	---	---	---	---	---	---	---	---	
orf19.2447	CAWG_00809	CD36_05650	CTRG_04279	CPAR2_103680	CORT0B04880	---	DEHA2E06776g	PICST_85911	---	SPAPADRAFT_146401	PGUG_05556	CLUG_03724	YJL100W	
orf19.3515	CAWG_01868	CD36_30790	CTRG_00583	CPAR2_204460	CORT0D04560	LELG_03286	DEHA2G23034g	PICST_76205	CANTEDRAFT_108379	SPAPADRAFT_135529	PGUG_04264	CLUG_02449	YJR025C	
orf19.3516	CAWG_01869	CD36_30800	CTRG_00582	CPAR2_204470	CORT0D04570	LELG_03285	DEHA2G23056g	PICST_29846	CANTEDRAFT_109227	SPAPADRAFT_49219	PGUG_04263	CLUG_02448	---	
orf19.3517	CAWG_01870	CD36_30810	CTRG_00581	CPAR2_204480	CORT0D04580	LELG_03284	DEHA2G23078g	PICST_40463	CANTEDRAFT_136296	SPAPADRAFT_59564	PGUG_04262	CLUG_02450	YOR223W	CAGL0J04092g
orf19.3518	CAWG_01871	CD36_30820	CTRG_00579	CPAR2_204490	CORT0D04590	LELG_03283	DEHA2G23100g	PICST_76093	CANTEDRAFT_107642	SPAPADRAFT_54334	PGUG_04102	CLUG_02451	YPL134C	
orf19.3519	CAWG_01872	CD36_30830	CTRG_00578	---	---	---	---	---	---	SPAPADRAFT_59562	---	---	---	
orf19.5852	CAWG_01873	CD36_30840	CTRG_00577	---	---	---	DEHA2G23122g	PICST_54809	CANTEDRAFT_115828	SPAPADRAFT_54332	PGUG_04101	CLUG_02452	---	
orf19.5851	CAWG_01874	CD36_30850	CTRG_00576	CPAR2_204500	CORT0D04600	LELG_03282	DEHA2G23144g	PICST_40725	CANTEDRAFT_124841	SPAPADRAFT_134971	PGUG_04100	CLUG_02453	YOR219C	CAGL0L02651g
orf19.5850	CAWG_01875	CD36_30860	CTRG_00575	CPAR2_204570	CORT0D04670	LELG_03275	DEHA2G23166g	PICST_55278	CANTEDRAFT_115204	SPAPADRAFT_54330	PGUG_04099	CLUG_02454	YOR206W	CAGL0L02871g
orf19.5849	CAWG_01876	CD36_30880	CTRG_00574	CPAR2_204560	CORT0D04660	LELG_03276	DEHA2G23188g	PICST_87861	CANTEDRAFT_131251	SPAPADRAFT_59559	PGUG_04098	CLUG_02455	YPL133C	CAGL0M02651g
orf19.5848	CAWG_01877	CD36_30890	CTRG_00573	CPAR2_204550	CORT0D04650	LELG_03277	DEHA2G23210g	PICST_24789	CANTEDRAFT_135694	SPAPADRAFT_134915	PGUG_04097	CLUG_02456	---	
orf19.2446	CAWG_00808	CD36_05660	CTRG_04278	CPAR2_103670	CORT0B04870	LELG_01991	DEHA2E06732g	PICST_34207	CANTEDRAFT_114837	SPAPADRAFT_58524	PGUG_05557	CLUG_03725	YDL144C	CAGL0I03740g
orf19.5847	CAWG_01878	CD36_30900	CTRG_00585	CPAR2_204540	CORT0D04640	LELG_03278	DEHA2G23232g	PICST_87381	CANTEDRAFT_108778	SPAPADRAFT_70306	PGUG_04096	CLUG_02458	YOR207C	CAGL0L02849g
orf19.5846	CAWG_01879	CD36_30910	CTRG_00586	CPAR2_204530	CORT0D04630	LELG_03279	DEHA2G23254g	PICST_29855	CANTEDRAFT_108753	SPAPADRAFT_135256	PGUG_04095	CLUG_02460	YPL122C	CAGL0J06842g
orf19.5845	CAWG_01880	CD36_30920	CTRG_00587	CPAR2_204520	CORT0D04620	LELG_03280	DEHA2G23276g	PICST_29856	CANTEDRAFT_135697	SPAPADRAFT_49208	PGUG_04094	CLUG_02459	---	
orf19.5844	CAWG_01881	CD36_30930	CTRG_00588	CPAR2_204510	CORT0D04610	LELG_03281	DEHA2G23298g	---	---	---	---	---	YPL121C	CAGL0J06864g
orf19.5843	CAWG_01882	CD36_30940	CTRG_00590	CPAR2_204630	CORT0D04740	LELG_03238	DEHA2G23386g	PICST_54813	CANTEDRAFT_113814	SPAPADRAFT_148597	PGUG_04093	CLUG_02461	---	
orf19.6653	CAWG_01883	CD36_30960	CTRG_00591	CPAR2_204640	CORT0D04750	LELG_03237	DEHA2G23804g	PICST_42651	CANTEDRAFT_125328	SPAPADRAFT_148593	PGUG_04092	CLUG_02462	YHR168W	CAGL0I02332g
orf19.6652	CAWG_01884	CD36_30970	CTRG_00592	CPAR2_204650	CORT0D04760	LELG_03236	DEHA2G23782g	PICST_40593	CANTEDRAFT_108853	SPAPADRAFT_59553	PGUG_04091	CLUG_02463	YHR169W	CAGL0I02354g
